customer_id,division_name,district_name,farm_size_acres,customer_segment,crop_type,signup_date,acquisition_channel,district_id,division_id
C00473,Rajshahi,Natore,0.73,Smallholder (<2 acre),Rice (Boro),2025-06-24,SMS Campaign,DT004,D01
C00474,Rajshahi,Bogura,4.49,Medium (2-5 acre),Mustard,2026-01-15,Facebook Ads,DT002,D01
C00475,Rangpur,Gaibandha,8.14,Large (>5 acre),Mustard,2025-01-26,Field Dealer Network,DT008,D02
C00476,Rangpur,Dinajpur,3.58,Medium (2-5 acre),Rice (Aman),2025-02-13,Direct,DT006,D02
C00477,Khulna,Satkhira,1.93,Smallholder (<2 acre),Rice (Aman),2025-10-25,Organic Search,DT011,D03
C00478,Dhaka,Narayanganj,1.78,Smallholder (<2 acre),Vegetables,2026-01-17,Facebook Ads,DT018,D05
C00479,Dhaka,Narayanganj,1.25,Smallholder (<2 acre),Wheat,2025-01-23,Facebook Ads,DT018,D05
C00480,Khulna,Bagerhat,4.1,Medium (2-5 acre),Vegetables,2025-07-24,Organic Search,DT012,D03
C00481,Khulna,Satkhira,2.34,Medium (2-5 acre),Mustard,2025-06-10,SMS Campaign,DT011,D03
C00482,Rangpur,Kurigram,6.47,Large (>5 acre),Maize,2025-03-30,SMS Campaign,DT007,D02
C00483,Dhaka,Tangail,2.88,Medium (2-5 acre),Maize,2026-02-07,Field Dealer Network,DT019,D05
C00484,Khulna,Bagerhat,1.6,Smallholder (<2 acre),Wheat,2025-03-22,Field Dealer Network,DT012,D03
C00485,Rajshahi,Pabna,2.19,Medium (2-5 acre),Vegetables,2026-02-01,Referral/NGO Partner,DT003,D01
C00486,Khulna,Khulna,1.06,Smallholder (<2 acre),Maize,2025-02-18,Field Dealer Network,DT009,D03
C00487,Mymensingh,Jamalpur,1.33,Smallholder (<2 acre),Rice (Aman),2025-10-08,Referral/NGO Partner,DT014,D04
C00488,Rangpur,Dinajpur,3.33,Medium (2-5 acre),Maize,2026-04-10,Organic Search,DT006,D02
C00489,Dhaka,Dhaka,1.52,Smallholder (<2 acre),Rice (Boro),2026-02-19,Facebook Ads,DT016,D05
C00490,Dhaka,Narayanganj,2.47,Medium (2-5 acre),Mustard,2026-02-21,Organic Search,DT018,D05
C00491,Dhaka,Narayanganj,0.38,Smallholder (<2 acre),Wheat,2025-09-05,Facebook Ads,DT018,D05
C00492,Dhaka,Gazipur,2.62,Medium (2-5 acre),Jute,2025-08-21,Organic Search,DT017,D05
C00493,Dhaka,Dhaka,0.5,Smallholder (<2 acre),Jute,2026-04-24,Organic Search,DT016,D05
C00494,Khulna,Khulna,1.95,Smallholder (<2 acre),Maize,2025-07-25,Referral/NGO Partner,DT009,D03
C00495,Barishal,Barishal,1.27,Smallholder (<2 acre),Potato,2025-11-02,SMS Campaign,DT020,D06
C00496,Mymensingh,Netrokona,8.66,Large (>5 acre),Maize,2025-08-16,Organic Search,DT015,D04
C00497,Khulna,Bagerhat,0.23,Smallholder (<2 acre),Potato,2026-01-02,YouTube,DT012,D03
C00498,Dhaka,Tangail,1.61,Smallholder (<2 acre),Rice (Aman),2025-07-22,Direct,DT019,D05
C00499,Khulna,Satkhira,0.84,Smallholder (<2 acre),Rice (Boro),2025-03-03,Facebook Ads,DT011,D03
C00500,Mymensingh,Mymensingh,1.59,Smallholder (<2 acre),Rice (Boro),2025-01-05,Referral/NGO Partner,DT013,D04
C00501,Barishal,Patuakhali,2.59,Medium (2-5 acre),Rice (Boro),2025-11-11,Organic Search,DT021,D06
C00502,Chattogram,Cox'S Bazar,0.86,Smallholder (<2 acre),Rice (Aman),2025-05-13,Organic Search,DT024,D07
C00503,Chattogram,Chattogram,2.26,Medium (2-5 acre),Vegetables,2025-03-18,SMS Campaign,DT023,D07
C00504,Mymensingh,Netrokona,1.69,Smallholder (<2 acre),Vegetables,2026-03-30,Organic Search,DT015,D04
C00505,Mymensingh,Netrokona,2.26,Medium (2-5 acre),Rice (Boro),2025-07-28,Referral/NGO Partner,DT015,D04
C00506,Barishal,Barishal,1.35,Smallholder (<2 acre),Maize,2026-01-23,Field Dealer Network,DT020,D06
C00507,Khulna,Satkhira,5.02,Large (>5 acre),Jute,2025-01-16,Facebook Ads,DT011,D03
C00508,Chattogram,Cox'S Bazar,0.32,Smallholder (<2 acre),Mustard,2026-01-24,Referral/NGO Partner,DT024,D07
C00509,Mymensingh,Netrokona,0.34,Smallholder (<2 acre),Rice (Boro),2025-07-20,Referral/NGO Partner,DT015,D04
C00510,Rajshahi,Bogura,1.07,Smallholder (<2 acre),Rice (Boro),2026-04-23,Referral/NGO Partner,DT002,D01
C00511,Rajshahi,Natore,1.21,Smallholder (<2 acre),Rice (Boro),2025-11-08,Field Dealer Network,DT004,D01
C00512,Chattogram,Feni,2.46,Medium (2-5 acre),Wheat,2025-07-01,Facebook Ads,DT026,D07
C00513,Rajshahi,Pabna,2.3,Medium (2-5 acre),Maize,2025-07-25,Referral/NGO Partner,DT003,D01
C00514,Rangpur,Dinajpur,2.54,Medium (2-5 acre),Rice (Aman),2025-05-08,Referral/NGO Partner,DT006,D02
C00515,Khulna,Jashore,0.51,Smallholder (<2 acre),Mustard,2025-02-09,Facebook Ads,DT010,D03
C00516,Rangpur,Kurigram,0.82,Smallholder (<2 acre),Mustard,2025-04-17,Facebook Ads,DT007,D02
C00517,Khulna,Khulna,2.42,Medium (2-5 acre),Maize,2025-10-28,Organic Search,DT009,D03
C00518,Barishal,Barishal,0.59,Smallholder (<2 acre),Rice (Boro),2026-01-31,Organic Search,DT020,D06
C00519,Rajshahi,Rajshahi,1.22,Smallholder (<2 acre),Jute,2026-04-07,YouTube,DT001,D01
C00520,Chattogram,Comilla,2.86,Medium (2-5 acre),Wheat,2025-08-15,SMS Campaign,DT025,D07
C00521,Chattogram,Feni,1.76,Smallholder (<2 acre),Maize,2026-03-26,Field Dealer Network,DT026,D07
C00522,Khulna,Satkhira,3.61,Medium (2-5 acre),Vegetables,2025-12-11,Facebook Ads,DT011,D03
C00523,Rajshahi,Rajshahi,1.7,Smallholder (<2 acre),Potato,2025-07-13,SMS Campaign,DT001,D01
C00524,Dhaka,Dhaka,1.51,Smallholder (<2 acre),Wheat,2026-01-03,Referral/NGO Partner,DT016,D05
C00525,Rajshahi,Rajshahi,1.75,Smallholder (<2 acre),Wheat,2026-01-29,Field Dealer Network,DT001,D01
C00526,Khulna,Bagerhat,4.2,Medium (2-5 acre),Potato,2025-01-15,Facebook Ads,DT012,D03
C00527,Sylhet,Sylhet,1.49,Smallholder (<2 acre),Maize,2025-05-28,Organic Search,DT027,D08
C00528,Sylhet,Moulvibazar,0.94,Smallholder (<2 acre),Maize,2026-02-23,SMS Campaign,DT028,D08
C00529,Barishal,Barishal,1.42,Smallholder (<2 acre),Maize,2025-03-09,Field Dealer Network,DT020,D06
C00530,Khulna,Satkhira,5.92,Large (>5 acre),Rice (Boro),2025-12-07,Facebook Ads,DT011,D03
C00531,Dhaka,Gazipur,9.12,Large (>5 acre),Jute,2025-11-11,Organic Search,DT017,D05
C00532,Dhaka,Dhaka,0.5,Smallholder (<2 acre),Rice (Aman),2026-02-01,YouTube,DT016,D05
C00533,Khulna,Jashore,0.64,Smallholder (<2 acre),Maize,2025-04-12,Field Dealer Network,DT010,D03
C00534,Dhaka,Gazipur,3.05,Medium (2-5 acre),Mustard,2025-06-11,Organic Search,DT017,D05
C00535,Rajshahi,Rajshahi,0.68,Smallholder (<2 acre),Wheat,2025-10-15,Facebook Ads,DT001,D01
C00536,Rangpur,Rangpur,1.86,Smallholder (<2 acre),Jute,2025-06-14,Facebook Ads,DT005,D02
C00537,Mymensingh,Netrokona,0.55,Smallholder (<2 acre),Wheat,2025-06-16,Field Dealer Network,DT015,D04
C00538,Rangpur,Rangpur,0.54,Smallholder (<2 acre),Rice (Aman),2025-02-03,Field Dealer Network,DT005,D02
C00539,Rangpur,Kurigram,2.33,Medium (2-5 acre),Mustard,2025-04-06,Organic Search,DT007,D02
C00540,Chattogram,Chattogram,1.31,Smallholder (<2 acre),Potato,2025-11-29,Field Dealer Network,DT023,D07
C00541,Sylhet,Sylhet,0.47,Smallholder (<2 acre),Tea,2025-10-09,Facebook Ads,DT027,D08
C00542,Mymensingh,Mymensingh,1.07,Smallholder (<2 acre),Wheat,2025-08-14,Facebook Ads,DT013,D04
C00543,Chattogram,Chattogram,1.52,Smallholder (<2 acre),Rice (Aman),2025-01-04,Field Dealer Network,DT023,D07
C00544,Sylhet,Habiganj,0.71,Smallholder (<2 acre),Mustard,2025-06-14,Facebook Ads,DT029,D08
C00545,Rajshahi,Natore,0.52,Smallholder (<2 acre),Vegetables,2025-05-26,Organic Search,DT004,D01
C00546,Mymensingh,Jamalpur,1.06,Smallholder (<2 acre),Mustard,2025-03-20,YouTube,DT014,D04
C00547,Khulna,Khulna,0.67,Smallholder (<2 acre),Rice (Boro),2025-09-24,Facebook Ads,DT009,D03
C00548,Rajshahi,Natore,3.2,Medium (2-5 acre),Mustard,2025-08-08,Organic Search,DT004,D01
C00549,Barishal,Barishal,3.13,Medium (2-5 acre),Jute,2025-07-21,YouTube,DT020,D06
C00550,Khulna,Jashore,2.15,Medium (2-5 acre),Wheat,2025-11-12,Field Dealer Network,DT010,D03
C00551,Mymensingh,Netrokona,2.0,Medium (2-5 acre),Jute,2025-03-29,Organic Search,DT015,D04
C00552,Rajshahi,Rajshahi,3.02,Medium (2-5 acre),Vegetables,2025-07-10,SMS Campaign,DT001,D01
C00553,Rangpur,Dinajpur,1.76,Smallholder (<2 acre),Potato,2026-03-10,YouTube,DT006,D02
C00554,Chattogram,Feni,1.74,Smallholder (<2 acre),Jute,2025-08-21,Facebook Ads,DT026,D07
C00555,Rajshahi,Bogura,0.95,Smallholder (<2 acre),Wheat,2025-02-10,Field Dealer Network,DT002,D01
C00556,Rangpur,Dinajpur,4.39,Medium (2-5 acre),Rice (Aman),2025-08-06,Direct,DT006,D02
C00557,Rangpur,Dinajpur,0.91,Smallholder (<2 acre),Potato,2025-02-27,Referral/NGO Partner,DT006,D02
C00558,Mymensingh,Netrokona,0.72,Smallholder (<2 acre),Rice (Aman),2025-03-20,Facebook Ads,DT015,D04
C00559,Dhaka,Tangail,1.04,Smallholder (<2 acre),Wheat,2025-12-23,Facebook Ads,DT019,D05
C00560,Mymensingh,Jamalpur,3.11,Medium (2-5 acre),Rice (Boro),2025-11-10,Field Dealer Network,DT014,D04
C00561,Rajshahi,Rajshahi,0.5,Smallholder (<2 acre),Wheat,2025-07-31,Field Dealer Network,DT001,D01
C00562,Rangpur,Rangpur,2.53,Medium (2-5 acre),Rice (Boro),2025-06-28,Field Dealer Network,DT005,D02
C00563,Chattogram,Cox'S Bazar,1.43,Smallholder (<2 acre),Mustard,2026-03-03,Organic Search,DT024,D07
C00564,Dhaka,Narayanganj,3.68,Medium (2-5 acre),Vegetables,2025-03-28,Organic Search,DT018,D05
C00565,Dhaka,Tangail,3.42,Medium (2-5 acre),Rice (Aman),2025-03-15,Referral/NGO Partner,DT019,D05
C00566,Dhaka,Gazipur,1.43,Smallholder (<2 acre),Vegetables,2025-11-29,Field Dealer Network,DT017,D05
C00567,Barishal,Patuakhali,2.4,Medium (2-5 acre),Jute,2025-08-16,Referral/NGO Partner,DT021,D06
C00568,Rajshahi,Rajshahi,2.09,Medium (2-5 acre),Jute,2025-12-19,SMS Campaign,DT001,D01
C00569,Khulna,Jashore,1.84,Smallholder (<2 acre),Maize,2026-03-08,Facebook Ads,DT010,D03
C00570,Mymensingh,Netrokona,0.4,Smallholder (<2 acre),Vegetables,2025-10-13,Direct,DT015,D04
C00571,Khulna,Jashore,1.6,Smallholder (<2 acre),Maize,2025-09-23,Direct,DT010,D03
C00572,Chattogram,Comilla,2.8,Medium (2-5 acre),Vegetables,2025-03-15,YouTube,DT025,D07
C00573,Mymensingh,Netrokona,1.81,Smallholder (<2 acre),Wheat,2025-11-05,Field Dealer Network,DT015,D04
C00574,Barishal,Barishal,1.63,Smallholder (<2 acre),Rice (Boro),2025-09-04,Referral/NGO Partner,DT020,D06
C00575,Chattogram,Feni,1.61,Smallholder (<2 acre),Maize,2025-03-25,Organic Search,DT026,D07
C00576,Mymensingh,Mymensingh,3.41,Medium (2-5 acre),Rice (Boro),2025-07-05,Referral/NGO Partner,DT013,D04
C00577,Chattogram,Chattogram,2.42,Medium (2-5 acre),Potato,2026-01-16,Field Dealer Network,DT023,D07
C00578,Dhaka,Gazipur,3.04,Medium (2-5 acre),Rice (Boro),2025-08-01,YouTube,DT017,D05
C00579,Chattogram,Chattogram,1.05,Smallholder (<2 acre),Rice (Boro),2025-01-18,Field Dealer Network,DT023,D07
C00580,Khulna,Satkhira,0.89,Smallholder (<2 acre),Rice (Aman),2025-05-16,Facebook Ads,DT011,D03
C00581,Mymensingh,Jamalpur,1.62,Smallholder (<2 acre),Rice (Boro),2025-12-12,Field Dealer Network,DT014,D04
C00582,Mymensingh,Netrokona,0.89,Smallholder (<2 acre),Jute,2026-04-11,SMS Campaign,DT015,D04
C00583,Rajshahi,Bogura,3.9,Medium (2-5 acre),Vegetables,2025-03-04,Referral/NGO Partner,DT002,D01
C00584,Khulna,Satkhira,3.71,Medium (2-5 acre),Mustard,2026-03-12,Field Dealer Network,DT011,D03
C00585,Chattogram,Comilla,3.13,Medium (2-5 acre),Mustard,2025-08-25,Organic Search,DT025,D07
C00586,Dhaka,Dhaka,0.61,Smallholder (<2 acre),Potato,2025-02-03,Field Dealer Network,DT016,D05
C00587,Rangpur,Kurigram,2.53,Medium (2-5 acre),Maize,2025-10-21,Organic Search,DT007,D02
C00588,Khulna,Khulna,0.94,Smallholder (<2 acre),Wheat,2026-03-05,SMS Campaign,DT009,D03
C00589,Rangpur,Rangpur,4.31,Medium (2-5 acre),Rice (Boro),2026-02-15,Referral/NGO Partner,DT005,D02
C00590,Rajshahi,Rajshahi,2.75,Medium (2-5 acre),Wheat,2025-04-02,Referral/NGO Partner,DT001,D01
C00591,Chattogram,Chattogram,3.94,Medium (2-5 acre),Jute,2025-04-26,Field Dealer Network,DT023,D07
C00592,Mymensingh,Mymensingh,1.06,Smallholder (<2 acre),Rice (Aman),2025-03-31,Referral/NGO Partner,DT013,D04
C00593,Rangpur,Gaibandha,1.71,Smallholder (<2 acre),Rice (Aman),2025-08-15,Organic Search,DT008,D02
C00594,Dhaka,Tangail,0.77,Smallholder (<2 acre),Mustard,2025-04-16,Field Dealer Network,DT019,D05
C00595,Rajshahi,Rajshahi,0.71,Smallholder (<2 acre),Jute,2025-07-18,Referral/NGO Partner,DT001,D01
C00596,Rangpur,Dinajpur,0.74,Smallholder (<2 acre),Potato,2026-01-10,SMS Campaign,DT006,D02
C00597,Dhaka,Gazipur,2.27,Medium (2-5 acre),Vegetables,2025-08-12,SMS Campaign,DT017,D05
C00598,Dhaka,Dhaka,1.97,Smallholder (<2 acre),Potato,2025-08-19,SMS Campaign,DT016,D05
C00599,Sylhet,Sylhet,4.77,Medium (2-5 acre),Tea,2025-05-31,Organic Search,DT027,D08
C00600,Dhaka,Dhaka,2.4,Medium (2-5 acre),Rice (Aman),2025-03-16,Organic Search,DT016,D05
C00601,Mymensingh,Netrokona,0.52,Smallholder (<2 acre),Mustard,2025-01-15,Direct,DT015,D04
C00602,Barishal,Barishal,2.3,Medium (2-5 acre),Mustard,2025-12-19,Referral/NGO Partner,DT020,D06
C00603,Chattogram,Comilla,2.65,Medium (2-5 acre),Vegetables,2025-09-05,Referral/NGO Partner,DT025,D07
C00604,Barishal,Bhola,0.84,Smallholder (<2 acre),Mustard,2025-09-03,SMS Campaign,DT022,D06
C00605,Sylhet,Sylhet,2.48,Medium (2-5 acre),Mustard,2025-04-13,Referral/NGO Partner,DT027,D08
C00606,Barishal,Barishal,0.47,Smallholder (<2 acre),Rice (Boro),2026-04-14,Organic Search,DT020,D06
C00607,Chattogram,Chattogram,2.46,Medium (2-5 acre),Mustard,2026-03-10,Direct,DT023,D07
C00608,Rajshahi,Rajshahi,3.27,Medium (2-5 acre),Vegetables,2026-03-13,Organic Search,DT001,D01
C00609,Barishal,Bhola,0.88,Smallholder (<2 acre),Rice (Aman),2025-10-13,Field Dealer Network,DT022,D06
C00610,Mymensingh,Jamalpur,0.91,Smallholder (<2 acre),Vegetables,2026-04-28,Referral/NGO Partner,DT014,D04
C00611,Mymensingh,Mymensingh,4.6,Medium (2-5 acre),Rice (Aman),2026-04-28,Field Dealer Network,DT013,D04
C00612,Dhaka,Dhaka,1.39,Smallholder (<2 acre),Jute,2025-03-28,Field Dealer Network,DT016,D05
C00613,Sylhet,Habiganj,1.65,Smallholder (<2 acre),Tea,2026-01-22,Referral/NGO Partner,DT029,D08
C00614,Sylhet,Moulvibazar,2.6,Medium (2-5 acre),Vegetables,2026-03-29,Field Dealer Network,DT028,D08
C00615,Rangpur,Gaibandha,0.61,Smallholder (<2 acre),Vegetables,2025-01-21,Field Dealer Network,DT008,D02
C00616,Barishal,Barishal,6.23,Large (>5 acre),Rice (Aman),2025-01-29,Organic Search,DT020,D06
C00617,Barishal,Bhola,0.78,Smallholder (<2 acre),Mustard,2025-11-10,SMS Campaign,DT022,D06
C00618,Khulna,Satkhira,2.14,Medium (2-5 acre),Maize,2025-02-04,SMS Campaign,DT011,D03
C00619,Rajshahi,Pabna,0.87,Smallholder (<2 acre),Rice (Aman),2026-03-10,YouTube,DT003,D01
C00620,Rajshahi,Natore,1.8,Smallholder (<2 acre),Potato,2026-01-06,Organic Search,DT004,D01
C00621,Barishal,Bhola,1.48,Smallholder (<2 acre),Rice (Boro),2026-04-29,YouTube,DT022,D06
C00622,Mymensingh,Mymensingh,0.92,Smallholder (<2 acre),Wheat,2025-12-01,Referral/NGO Partner,DT013,D04
C00623,Sylhet,Moulvibazar,1.36,Smallholder (<2 acre),Rice (Aman),2025-12-10,Referral/NGO Partner,DT028,D08
C00624,Mymensingh,Jamalpur,3.36,Medium (2-5 acre),Potato,2025-02-27,Field Dealer Network,DT014,D04
C00625,Sylhet,Sylhet,4.02,Medium (2-5 acre),Tea,2025-01-18,Field Dealer Network,DT027,D08
C00626,Khulna,Jashore,5.9,Large (>5 acre),Rice (Aman),2025-04-12,YouTube,DT010,D03
C00627,Barishal,Barishal,1.51,Smallholder (<2 acre),Jute,2025-01-13,Field Dealer Network,DT020,D06
C00628,Rajshahi,Rajshahi,3.22,Medium (2-5 acre),Maize,2025-02-21,Organic Search,DT001,D01
C00629,Mymensingh,Netrokona,0.99,Smallholder (<2 acre),Rice (Boro),2025-12-15,Field Dealer Network,DT015,D04
C00630,Barishal,Bhola,0.38,Smallholder (<2 acre),Wheat,2025-04-30,Organic Search,DT022,D06
C00631,Chattogram,Cox'S Bazar,2.55,Medium (2-5 acre),Wheat,2026-01-02,Referral/NGO Partner,DT024,D07
C00632,Chattogram,Feni,1.27,Smallholder (<2 acre),Rice (Boro),2025-09-04,Field Dealer Network,DT026,D07
C00633,Rajshahi,Pabna,1.85,Smallholder (<2 acre),Maize,2026-03-21,Facebook Ads,DT003,D01
C00634,Khulna,Khulna,0.2,Smallholder (<2 acre),Rice (Boro),2025-11-10,Facebook Ads,DT009,D03
C00635,Rajshahi,Natore,2.41,Medium (2-5 acre),Jute,2026-01-11,Field Dealer Network,DT004,D01
C00636,Rajshahi,Rajshahi,1.17,Smallholder (<2 acre),Jute,2025-05-20,Facebook Ads,DT001,D01
C00637,Dhaka,Gazipur,1.98,Smallholder (<2 acre),Vegetables,2025-10-14,Facebook Ads,DT017,D05
C00638,Dhaka,Dhaka,3.75,Medium (2-5 acre),Rice (Boro),2025-05-19,SMS Campaign,DT016,D05
C00639,Barishal,Barishal,5.87,Large (>5 acre),Maize,2025-06-30,Facebook Ads,DT020,D06
C00640,Chattogram,Feni,0.87,Smallholder (<2 acre),Jute,2025-05-30,Facebook Ads,DT026,D07
C00641,Barishal,Barishal,1.5,Smallholder (<2 acre),Mustard,2026-03-01,Facebook Ads,DT020,D06
C00642,Barishal,Patuakhali,1.15,Smallholder (<2 acre),Potato,2025-08-28,SMS Campaign,DT021,D06
C00643,Rajshahi,Pabna,2.47,Medium (2-5 acre),Jute,2026-04-17,Facebook Ads,DT003,D01
C00644,Rangpur,Kurigram,0.44,Smallholder (<2 acre),Rice (Aman),2025-11-26,SMS Campaign,DT007,D02
C00645,Dhaka,Narayanganj,1.37,Smallholder (<2 acre),Rice (Aman),2025-07-23,Organic Search,DT018,D05
C00646,Chattogram,Feni,1.36,Smallholder (<2 acre),Rice (Aman),2026-02-23,Direct,DT026,D07
C00647,Rajshahi,Natore,2.55,Medium (2-5 acre),Rice (Boro),2025-04-24,Organic Search,DT004,D01
C00648,Mymensingh,Jamalpur,1.12,Smallholder (<2 acre),Potato,2026-03-30,Facebook Ads,DT014,D04
C00649,Dhaka,Narayanganj,0.2,Smallholder (<2 acre),Mustard,2026-02-05,SMS Campaign,DT018,D05
C00650,Rajshahi,Pabna,6.21,Large (>5 acre),Rice (Aman),2025-12-11,SMS Campaign,DT003,D01
C00651,Khulna,Khulna,3.06,Medium (2-5 acre),Mustard,2025-02-24,SMS Campaign,DT009,D03
C00652,Chattogram,Comilla,5.16,Large (>5 acre),Mustard,2025-04-13,Facebook Ads,DT025,D07
C00653,Dhaka,Tangail,0.81,Smallholder (<2 acre),Rice (Boro),2025-08-20,Organic Search,DT019,D05
C00654,Rangpur,Gaibandha,0.74,Smallholder (<2 acre),Potato,2025-11-22,Organic Search,DT008,D02
C00655,Chattogram,Cox'S Bazar,1.02,Smallholder (<2 acre),Potato,2025-07-12,Facebook Ads,DT024,D07
C00656,Khulna,Bagerhat,2.2,Medium (2-5 acre),Vegetables,2025-12-30,Organic Search,DT012,D03
C00657,Chattogram,Comilla,1.65,Smallholder (<2 acre),Maize,2025-02-25,SMS Campaign,DT025,D07
C00658,Rangpur,Dinajpur,4.21,Medium (2-5 acre),Rice (Aman),2026-04-20,SMS Campaign,DT006,D02
C00659,Dhaka,Tangail,4.01,Medium (2-5 acre),Rice (Boro),2026-02-16,Referral/NGO Partner,DT019,D05
C00660,Khulna,Satkhira,3.07,Medium (2-5 acre),Rice (Aman),2026-02-11,Facebook Ads,DT011,D03
C00661,Rangpur,Kurigram,0.42,Smallholder (<2 acre),Rice (Boro),2025-11-13,Referral/NGO Partner,DT007,D02
C00662,Chattogram,Chattogram,2.1,Medium (2-5 acre),Maize,2025-07-22,Organic Search,DT023,D07
C00663,Rangpur,Rangpur,3.26,Medium (2-5 acre),Rice (Aman),2025-01-15,Facebook Ads,DT005,D02
C00664,Rajshahi,Bogura,1.78,Smallholder (<2 acre),Mustard,2025-12-08,Facebook Ads,DT002,D01
C00665,Khulna,Khulna,2.5,Medium (2-5 acre),Potato,2025-02-04,Facebook Ads,DT009,D03
C00666,Dhaka,Narayanganj,1.5,Smallholder (<2 acre),Wheat,2025-03-16,Organic Search,DT018,D05
C00667,Barishal,Patuakhali,8.05,Large (>5 acre),Rice (Boro),2025-12-07,SMS Campaign,DT021,D06
C00668,Sylhet,Sylhet,2.43,Medium (2-5 acre),Tea,2025-02-17,Field Dealer Network,DT027,D08
C00669,Rangpur,Rangpur,2.71,Medium (2-5 acre),Vegetables,2026-03-23,Organic Search,DT005,D02
C00670,Khulna,Satkhira,0.9,Smallholder (<2 acre),Jute,2025-06-26,Organic Search,DT011,D03
C00671,Rajshahi,Natore,1.03,Smallholder (<2 acre),Potato,2026-02-08,SMS Campaign,DT004,D01
C00672,Dhaka,Tangail,3.13,Medium (2-5 acre),Vegetables,2026-02-16,Field Dealer Network,DT019,D05
C00673,Sylhet,Habiganj,2.18,Medium (2-5 acre),Tea,2025-07-25,Field Dealer Network,DT029,D08
C00674,Dhaka,Tangail,2.51,Medium (2-5 acre),Wheat,2026-04-15,Direct,DT019,D05
C00675,Dhaka,Tangail,0.97,Smallholder (<2 acre),Rice (Boro),2025-07-30,Referral/NGO Partner,DT019,D05
C00676,Khulna,Jashore,0.2,Smallholder (<2 acre),Mustard,2025-06-13,Referral/NGO Partner,DT010,D03
C00677,Chattogram,Comilla,3.85,Medium (2-5 acre),Wheat,2025-06-05,Direct,DT025,D07
C00678,Mymensingh,Mymensingh,3.12,Medium (2-5 acre),Maize,2025-03-16,Field Dealer Network,DT013,D04
C00679,Rajshahi,Natore,1.49,Smallholder (<2 acre),Potato,2025-06-06,Field Dealer Network,DT004,D01
C00680,Khulna,Satkhira,3.55,Medium (2-5 acre),Vegetables,2025-11-08,Referral/NGO Partner,DT011,D03
C00681,Rajshahi,Natore,0.31,Smallholder (<2 acre),Jute,2026-03-12,Facebook Ads,DT004,D01
C00682,Rangpur,Gaibandha,1.64,Smallholder (<2 acre),Rice (Aman),2025-08-19,Field Dealer Network,DT008,D02
C00683,Rajshahi,Pabna,1.52,Smallholder (<2 acre),Mustard,2025-06-07,Facebook Ads,DT003,D01
C00684,Mymensingh,Mymensingh,2.28,Medium (2-5 acre),Wheat,2025-02-01,Organic Search,DT013,D04
C00685,Dhaka,Dhaka,2.4,Medium (2-5 acre),Jute,2025-01-01,Direct,DT016,D05
C00686,Khulna,Jashore,3.78,Medium (2-5 acre),Mustard,2025-12-01,Field Dealer Network,DT010,D03
C00687,Khulna,Khulna,2.76,Medium (2-5 acre),Wheat,2026-02-13,Field Dealer Network,DT009,D03
C00688,Sylhet,Sylhet,2.03,Medium (2-5 acre),Maize,2026-01-19,Organic Search,DT027,D08
C00689,Barishal,Barishal,2.39,Medium (2-5 acre),Rice (Aman),2025-11-29,Field Dealer Network,DT020,D06
C00690,Mymensingh,Mymensingh,3.2,Medium (2-5 acre),Potato,2025-02-20,SMS Campaign,DT013,D04
C00691,Rangpur,Kurigram,2.91,Medium (2-5 acre),Mustard,2025-05-13,Facebook Ads,DT007,D02
C00692,Chattogram,Chattogram,2.01,Medium (2-5 acre),Wheat,2025-01-18,Organic Search,DT023,D07
C00693,Rangpur,Kurigram,2.54,Medium (2-5 acre),Jute,2025-02-07,Direct,DT007,D02
C00694,Khulna,Satkhira,2.31,Medium (2-5 acre),Jute,2025-06-09,SMS Campaign,DT011,D03
C00695,Chattogram,Feni,0.83,Smallholder (<2 acre),Potato,2025-12-19,SMS Campaign,DT026,D07
C00696,Mymensingh,Netrokona,3.22,Medium (2-5 acre),Potato,2025-07-28,Field Dealer Network,DT015,D04
C00697,Barishal,Barishal,2.58,Medium (2-5 acre),Mustard,2025-09-12,Facebook Ads,DT020,D06
C00698,Dhaka,Gazipur,1.59,Smallholder (<2 acre),Jute,2026-03-02,Organic Search,DT017,D05
C00699,Dhaka,Narayanganj,1.45,Smallholder (<2 acre),Potato,2025-07-27,Facebook Ads,DT018,D05
C00700,Rangpur,Gaibandha,1.37,Smallholder (<2 acre),Vegetables,2025-05-08,Organic Search,DT008,D02
C00701,Rangpur,Gaibandha,3.1,Medium (2-5 acre),Jute,2025-06-16,Field Dealer Network,DT008,D02
C00702,Khulna,Khulna,2.12,Medium (2-5 acre),Vegetables,2025-04-01,Organic Search,DT009,D03
C00703,Rajshahi,Natore,1.29,Smallholder (<2 acre),Rice (Boro),2025-06-12,Field Dealer Network,DT004,D01
C00704,Chattogram,Comilla,1.16,Smallholder (<2 acre),Jute,2025-03-19,Facebook Ads,DT025,D07
C00705,Rangpur,Gaibandha,9.09,Large (>5 acre),Rice (Aman),2026-03-17,Organic Search,DT008,D02
C00706,Dhaka,Dhaka,3.32,Medium (2-5 acre),Wheat,2025-05-22,SMS Campaign,DT016,D05
C00707,Barishal,Patuakhali,3.19,Medium (2-5 acre),Vegetables,2025-05-19,Referral/NGO Partner,DT021,D06
C00708,Barishal,Patuakhali,0.83,Smallholder (<2 acre),Maize,2025-07-11,Field Dealer Network,DT021,D06
C00709,Khulna,Khulna,1.24,Smallholder (<2 acre),Wheat,2025-06-26,Organic Search,DT009,D03
