traffic_id,date,division_id,division_name,channel,device_category,sessions,new_users,total_users,bounce_rate_pct,avg_session_duration_sec,conversions,conversion_rate_pct
17404,2025-11-07,D07,Chattogram,Youtube,Mobile,67,44,60,45.6,88.0,1.0,1.88
17405,2025-11-07,D07,Chattogram,Organic Search,Mobile,21,15,19,53.9,85.0,0.0,1.35
17406,2025-11-07,D07,Chattogram,SMS Campaign,Mobile,25,18,24,54.2,63.0,0.0,1.62
17407,2025-11-07,D07,Chattogram,SMS Campaign,Mobile,16,12,15,43.8,70.0,0.0,1.4
17408,2025-11-07,D07,Chattogram,Referral/Ngo Partner,Mobile,12,8,11,53.7,105.0,0.0,1.89
17409,2025-11-07,D07,Chattogram,Facebook Ads,Mobile,16,11,15,50.6,85.0,0.0,1.88
17410,2025-11-07,D08,Sylhet,Referral/Ngo Partner,Mobile,26,17,23,38.5,71.0,0.0,1.05
17411,2025-11-07,D08,Sylhet,Organic Search,Mobile,30,20,29,42.1,70.0,1.0,1.76
17412,2025-11-07,D08,Sylhet,Google Ads,Mobile,13,9,12,38.3,67.0,0.0,1.27
17413,2025-11-07,D08,Sylhet,Facebook Ads,Mobile,13,7,11,48.4,96.0,0.0,1.12
17414,2025-11-07,D08,Sylhet,Youtube,Mobile,8,5,7,40.5,141.0,0.0,1.53
17415,2025-11-07,D08,Sylhet,Referral/Ngo Partner,Mobile,5,4,5,57.7,111.0,0.0,1.5
17416,2025-11-07,D08,Sylhet,Direct,Mobile,9,7,9,57.1,81.0,0.0,1.57
17417,2025-11-08,D01,Rajshahi,Direct,Mobile,64,45,59,43.4,43.0,1.0,2.14
17418,2025-11-08,D01,Rajshahi,Facebook Ads,Desktop,83,49,71,47.6,76.0,2.0,2.62
17419,2025-11-08,D01,Rajshahi,Organic Search,Mobile,38,29,35,44.0,133.0,1.0,1.91
17420,2025-11-08,D01,Rajshahi,Youtube,Mobile,22,15,20,45.8,61.0,1.0,2.74
17421,2025-11-08,D01,Rajshahi,Youtube,Mobile,23,15,21,57.0,82.0,0.0,2.0
17422,2025-11-08,D01,Rajshahi,Organic Search,Mobile,19,12,18,41.4,97.0,0.0,1.95
17423,2025-11-08,D01,Rajshahi,Organic Search,Mobile,22,13,20,51.7,91.0,1.0,2.34
17424,2025-11-08,D02,Rangpur,Youtube,Desktop,62,48,59,49.8,75.0,1.0,1.96
17425,2025-11-08,D02,Rangpur,Organic Search,Mobile,84,66,77,44.1,93.0,2.0,1.79
17426,2025-11-08,D02,Rangpur,Google Ads,Mobile,28,20,25,47.4,104.0,0.0,1.78
17427,2025-11-08,D02,Rangpur,Direct,Mobile,30,21,26,55.7,101.0,1.0,1.73
17428,2025-11-08,D02,Rangpur,Direct,Mobile,20,15,18,51.7,102.0,0.0,1.09
17429,2025-11-08,D02,Rangpur,Youtube,Desktop,17,11,15,38.7,90.0,0.0,2.34
17430,2025-11-08,D02,Rangpur,Referral/Ngo Partner,Mobile,26,18,23,43.2,74.0,1.0,2.38
17431,2025-11-08,D03,Khulna,SMS Campaign,Mobile,60,33,55,48.7,85.0,1.0,2.48
17432,2025-11-08,D03,Khulna,Google Ads,Mobile,84,64,77,54.8,114.0,2.0,2.13
17433,2025-11-08,D03,Khulna,Facebook Ads,Mobile,25,20,22,44.6,26.0,0.0,1.99
17434,2025-11-08,D03,Khulna,Organic Search,Mobile,23,18,22,51.8,90.0,0.0,2.01
17435,2025-11-08,D03,Khulna,Youtube,Mobile,19,15,17,52.0,73.0,0.0,2.6
17436,2025-11-08,D03,Khulna,Facebook Ads,Mobile,17,13,16,48.4,75.0,0.0,1.78
17437,2025-11-08,D03,Khulna,Google Ads,Mobile,16,12,14,55.3,73.0,0.0,1.75
17438,2025-11-08,D04,Mymensingh,SMS Campaign,Mobile,60,45,58,42.4,94.0,1.0,2.01
17439,2025-11-08,D04,Mymensingh,Google Ads,Mobile,74,59,64,48.5,86.0,2.0,2.15
17440,2025-11-08,D04,Mymensingh,Youtube,Desktop,34,25,30,55.3,112.0,1.0,1.62
17441,2025-11-08,D04,Mymensingh,Direct,Mobile,20,12,18,35.6,137.0,1.0,2.7
17442,2025-11-08,D04,Mymensingh,Google Ads,Mobile,24,14,21,42.8,123.0,0.0,1.96
17443,2025-11-08,D04,Mymensingh,Organic Search,Mobile,17,13,15,43.9,77.0,0.0,2.02
17444,2025-11-08,D04,Mymensingh,SMS Campaign,Mobile,20,16,18,56.8,132.0,0.0,2.09
17445,2025-11-08,D05,Dhaka,Organic Search,Mobile,87,68,79,48.0,129.0,2.0,1.89
17446,2025-11-08,D05,Dhaka,Direct,Desktop,103,72,99,42.3,90.0,2.0,1.73
17447,2025-11-08,D05,Dhaka,Referral/Ngo Partner,Mobile,39,24,34,40.4,92.0,1.0,1.59
17448,2025-11-08,D05,Dhaka,Direct,Mobile,32,25,29,54.5,89.0,1.0,1.93
17449,2025-11-08,D05,Dhaka,Direct,Mobile,21,14,18,47.8,75.0,0.0,1.46
17450,2025-11-08,D05,Dhaka,Referral/Ngo Partner,Mobile,23,14,22,49.3,85.0,0.0,1.5
17451,2025-11-08,D05,Dhaka,Organic Search,Desktop,22,13,20,54.5,68.0,0.0,1.68
17452,2025-11-08,D06,Barishal,SMS Campaign,Mobile,52,41,46,47.6,119.0,1.0,1.86
17453,2025-11-08,D06,Barishal,Google Ads,Mobile,50,32,45,45.8,72.0,1.0,1.81
17454,2025-11-08,D06,Barishal,Referral/Ngo Partner,Mobile,29,21,26,39.8,75.0,0.0,1.54
17455,2025-11-08,D06,Barishal,Google Ads,Mobile,18,12,17,52.0,115.0,0.0,2.15
17456,2025-11-08,D06,Barishal,SMS Campaign,Desktop,16,9,15,43.8,116.0,0.0,1.88
17457,2025-11-08,D06,Barishal,Facebook Ads,Mobile,16,11,15,42.2,101.0,0.0,1.49
17458,2025-11-08,D06,Barishal,SMS Campaign,Mobile,13,10,11,43.0,134.0,0.0,1.83
17459,2025-11-08,D07,Chattogram,Referral/Ngo Partner,Mobile,55,39,47,48.3,91.0,1.0,1.82
17460,2025-11-08,D07,Chattogram,Youtube,Mobile,70,55,61,52.5,129.0,1.0,1.64
17461,2025-11-08,D07,Chattogram,Google Ads,Mobile,22,17,21,41.2,82.0,0.0,1.82
17462,2025-11-08,D07,Chattogram,Youtube,Mobile,27,15,26,48.7,101.0,0.0,1.5
17463,2025-11-08,D07,Chattogram,Direct,Mobile,22,15,21,40.5,76.0,0.0,1.39
17464,2025-11-08,D07,Chattogram,SMS Campaign,Mobile,13,7,12,46.5,106.0,0.0,1.91
17465,2025-11-08,D07,Chattogram,SMS Campaign,Mobile,17,10,16,49.3,102.0,0.0,1.56
17466,2025-11-08,D08,Sylhet,Direct,Mobile,26,18,23,49.3,82.0,0.0,1.45
17467,2025-11-08,D08,Sylhet,Youtube,Mobile,40,25,37,39.6,117.0,1.0,1.32
17468,2025-11-08,D08,Sylhet,Organic Search,Desktop,17,13,15,50.0,105.0,0.0,1.52
17469,2025-11-08,D08,Sylhet,Google Ads,Mobile,15,10,14,44.9,105.0,0.0,1.04
17470,2025-11-08,D08,Sylhet,Youtube,Mobile,10,8,9,62.6,100.0,0.0,1.53
17471,2025-11-08,D08,Sylhet,SMS Campaign,Mobile,8,5,7,51.2,107.0,0.0,1.42
17472,2025-11-08,D08,Sylhet,Google Ads,Mobile,9,6,8,58.2,105.0,0.0,1.5
17473,2025-11-09,D01,Rajshahi,SMS Campaign,Desktop,63,38,61,59.3,94.0,1.0,2.37
17474,2025-11-09,D01,Rajshahi,Direct,Mobile,76,42,68,39.0,81.0,2.0,2.09
17475,2025-11-09,D01,Rajshahi,Youtube,Mobile,31,22,30,43.6,81.0,1.0,2.04
17476,2025-11-09,D01,Rajshahi,Facebook Ads,Desktop,26,16,24,40.7,83.0,1.0,2.36
17477,2025-11-09,D01,Rajshahi,SMS Campaign,Mobile,29,19,26,50.6,86.0,1.0,2.11
17478,2025-11-09,D01,Rajshahi,Referral/Ngo Partner,Mobile,14,8,13,49.7,85.0,0.0,1.73
17479,2025-11-09,D01,Rajshahi,Google Ads,Mobile,29,17,27,44.0,94.0,0.0,1.6
17480,2025-11-09,D02,Rangpur,Organic Search,Mobile,70,42,65,37.3,98.0,2.0,2.18
17481,2025-11-09,D02,Rangpur,Organic Search,Mobile,53,35,48,46.4,118.0,1.0,2.5
17482,2025-11-09,D02,Rangpur,Direct,Desktop,41,29,39,50.6,46.0,1.0,1.91
17483,2025-11-09,D02,Rangpur,Organic Search,Desktop,37,21,36,45.8,131.0,1.0,2.63
17484,2025-11-09,D02,Rangpur,Google Ads,Mobile,26,15,23,36.3,124.0,1.0,2.09
17485,2025-11-09,D02,Rangpur,Referral/Ngo Partner,Mobile,16,9,14,56.0,77.0,0.0,2.32
17486,2025-11-09,D02,Rangpur,Referral/Ngo Partner,Mobile,19,13,16,51.0,100.0,0.0,1.64
17487,2025-11-09,D03,Khulna,Referral/Ngo Partner,Mobile,80,53,75,52.0,116.0,1.0,1.66
17488,2025-11-09,D03,Khulna,Referral/Ngo Partner,Mobile,89,59,78,49.2,119.0,2.0,2.2
17489,2025-11-09,D03,Khulna,Organic Search,Mobile,30,24,27,42.3,144.0,1.0,2.75
17490,2025-11-09,D03,Khulna,Organic Search,Mobile,24,18,22,47.9,130.0,0.0,1.72
17491,2025-11-09,D03,Khulna,Organic Search,Mobile,21,14,19,53.9,78.0,0.0,2.23
17492,2025-11-09,D03,Khulna,Google Ads,Desktop,20,12,17,54.6,50.0,0.0,1.93
17493,2025-11-09,D03,Khulna,Referral/Ngo Partner,Mobile,21,12,20,54.8,81.0,1.0,2.79
17494,2025-11-09,D04,Mymensingh,Organic Search,Mobile,43,29,39,45.8,134.0,1.0,2.15
17495,2025-11-09,D04,Mymensingh,Youtube,Mobile,67,46,60,44.0,142.0,1.0,1.84
17496,2025-11-09,D04,Mymensingh,Organic Search,Mobile,38,23,33,38.7,132.0,0.0,0.99
17497,2025-11-09,D04,Mymensingh,Direct,Mobile,32,23,29,57.8,92.0,1.0,1.73
17498,2025-11-09,D04,Mymensingh,Google Ads,Mobile,15,12,13,53.4,104.0,0.0,1.97
17499,2025-11-09,D04,Mymensingh,SMS Campaign,Mobile,14,11,13,45.4,66.0,0.0,2.24
17500,2025-11-09,D04,Mymensingh,Youtube,Desktop,17,13,16,48.7,75.0,0.0,2.33
17501,2025-11-09,D05,Dhaka,Referral/Ngo Partner,Mobile,63,44,58,51.0,116.0,1.0,1.84
17502,2025-11-09,D05,Dhaka,Facebook Ads,Desktop,63,46,60,45.5,77.0,1.0,1.6
17503,2025-11-09,D05,Dhaka,SMS Campaign,Mobile,50,35,47,50.1,103.0,1.0,1.57
17504,2025-11-09,D05,Dhaka,Direct,Mobile,34,23,29,54.6,119.0,1.0,1.75
17505,2025-11-09,D05,Dhaka,Facebook Ads,Mobile,27,20,25,46.9,104.0,0.0,1.55
17506,2025-11-09,D05,Dhaka,Direct,Mobile,22,15,19,46.3,139.0,0.0,2.17
17507,2025-11-09,D05,Dhaka,Organic Search,Desktop,19,15,17,48.2,71.0,0.0,1.66
17508,2025-11-09,D06,Barishal,Youtube,Mobile,43,29,38,46.6,88.0,1.0,1.87
17509,2025-11-09,D06,Barishal,Referral/Ngo Partner,Mobile,64,49,57,46.2,118.0,1.0,1.72
17510,2025-11-09,D06,Barishal,Direct,Mobile,26,20,24,46.8,74.0,0.0,1.58
17511,2025-11-09,D06,Barishal,Facebook Ads,Mobile,18,14,15,44.9,104.0,0.0,2.02
17512,2025-11-09,D06,Barishal,Organic Search,Mobile,12,7,11,55.7,90.0,0.0,1.89
17513,2025-11-09,D06,Barishal,Direct,Desktop,16,12,14,45.7,97.0,0.0,1.45
17514,2025-11-09,D06,Barishal,Google Ads,Mobile,13,10,11,46.4,125.0,0.0,1.72
17515,2025-11-09,D07,Chattogram,Google Ads,Mobile,44,35,38,47.2,154.0,1.0,1.88
17516,2025-11-09,D07,Chattogram,Google Ads,Desktop,63,39,59,51.5,98.0,1.0,1.53
17517,2025-11-09,D07,Chattogram,SMS Campaign,Mobile,33,24,30,45.6,29.0,0.0,1.39
17518,2025-11-09,D07,Chattogram,Direct,Mobile,25,18,23,45.8,174.0,1.0,2.1
17519,2025-11-09,D07,Chattogram,Referral/Ngo Partner,Desktop,26,16,22,50.7,71.0,0.0,1.2
17520,2025-11-09,D07,Chattogram,Referral/Ngo Partner,Mobile,17,12,16,50.2,58.0,0.0,1.42
17521,2025-11-09,D07,Chattogram,Facebook Ads,Mobile,23,17,20,46.8,111.0,0.0,1.78
17522,2025-11-09,D08,Sylhet,Google Ads,Mobile,26,17,24,53.3,74.0,0.0,1.0
17523,2025-11-09,D08,Sylhet,Referral/Ngo Partner,Mobile,26,15,23,54.2,67.0,0.0,1.46
17524,2025-11-09,D08,Sylhet,Referral/Ngo Partner,Mobile,14,11,13,48.5,118.0,0.0,1.31
17525,2025-11-09,D08,Sylhet,Referral/Ngo Partner,Mobile,14,8,13,42.7,95.0,0.0,1.26
17526,2025-11-09,D08,Sylhet,SMS Campaign,Desktop,8,5,8,47.4,97.0,0.0,1.64
17527,2025-11-09,D08,Sylhet,Google Ads,Mobile,6,5,6,35.2,87.0,0.0,1.28
17528,2025-11-09,D08,Sylhet,Referral/Ngo Partner,Mobile,8,6,7,45.2,81.0,0.0,1.42
17529,2025-11-10,D01,Rajshahi,SMS Campaign,Mobile,88,56,77,50.8,69.0,2.0,2.03
17530,2025-11-10,D01,Rajshahi,Referral/Ngo Partner,Mobile,99,66,85,50.9,90.0,1.0,1.41
17531,2025-11-10,D01,Rajshahi,Google Ads,Mobile,38,25,36,51.3,150.0,1.0,1.89
17532,2025-11-10,D01,Rajshahi,Referral/Ngo Partner,Mobile,28,18,27,45.0,156.0,1.0,2.29
17533,2025-11-10,D01,Rajshahi,Referral/Ngo Partner,Mobile,13,8,11,50.3,112.0,0.0,2.06
17534,2025-11-10,D01,Rajshahi,Youtube,Mobile,17,10,15,47.6,104.0,0.0,2.27
17535,2025-11-10,D01,Rajshahi,Facebook Ads,Mobile,27,21,25,58.3,112.0,1.0,1.93
17536,2025-11-10,D02,Rangpur,Direct,Mobile,74,54,70,52.0,94.0,2.0,2.23
17537,2025-11-10,D02,Rangpur,Organic Search,Mobile,91,68,81,46.4,139.0,2.0,2.3
17538,2025-11-10,D02,Rangpur,Google Ads,Mobile,39,23,35,41.9,91.0,1.0,2.01
17539,2025-11-10,D02,Rangpur,Referral/Ngo Partner,Desktop,26,20,22,54.4,102.0,1.0,1.98
17540,2025-11-10,D02,Rangpur,Facebook Ads,Mobile,25,15,22,54.4,55.0,1.0,2.13
17541,2025-11-10,D02,Rangpur,Organic Search,Mobile,9,5,8,48.9,76.0,0.0,2.06
17542,2025-11-10,D02,Rangpur,Referral/Ngo Partner,Mobile,25,19,23,47.9,51.0,0.0,1.77
17543,2025-11-10,D03,Khulna,Organic Search,Mobile,59,47,56,61.1,82.0,1.0,1.47
17544,2025-11-10,D03,Khulna,Organic Search,Mobile,103,68,91,47.9,156.0,2.0,2.05
17545,2025-11-10,D03,Khulna,Direct,Mobile,35,24,30,47.2,138.0,1.0,1.51
17546,2025-11-10,D03,Khulna,SMS Campaign,Mobile,34,23,30,51.2,93.0,1.0,1.91
17547,2025-11-10,D03,Khulna,Organic Search,Mobile,20,13,19,54.1,111.0,0.0,1.96
17548,2025-11-10,D03,Khulna,Facebook Ads,Mobile,14,10,13,51.0,114.0,0.0,2.42
17549,2025-11-10,D03,Khulna,SMS Campaign,Mobile,19,15,17,47.4,113.0,0.0,1.79
17550,2025-11-10,D04,Mymensingh,Facebook Ads,Desktop,43,29,41,59.2,86.0,1.0,2.16
17551,2025-11-10,D04,Mymensingh,Direct,Mobile,74,53,67,47.3,71.0,2.0,2.03
17552,2025-11-10,D04,Mymensingh,Facebook Ads,Mobile,40,22,38,47.3,113.0,0.0,1.13
17553,2025-11-10,D04,Mymensingh,Direct,Mobile,25,18,24,56.9,89.0,1.0,2.31
17554,2025-11-10,D04,Mymensingh,Referral/Ngo Partner,Mobile,25,20,24,38.8,117.0,1.0,2.64
17555,2025-11-10,D04,Mymensingh,Organic Search,Mobile,19,15,17,47.8,127.0,0.0,2.23
17556,2025-11-10,D04,Mymensingh,Referral/Ngo Partner,Mobile,16,11,15,54.7,85.0,0.0,2.24
17557,2025-11-10,D05,Dhaka,Organic Search,Mobile,53,33,46,45.7,128.0,1.0,1.5
17558,2025-11-10,D05,Dhaka,Google Ads,Mobile,72,54,63,54.0,105.0,1.0,1.81
17559,2025-11-10,D05,Dhaka,Youtube,Mobile,43,31,41,59.9,53.0,1.0,2.16
17560,2025-11-10,D05,Dhaka,SMS Campaign,Mobile,41,33,37,47.4,78.0,1.0,1.71
17561,2025-11-10,D05,Dhaka,Organic Search,Desktop,36,24,31,52.5,63.0,1.0,2.0
17562,2025-11-10,D05,Dhaka,SMS Campaign,Mobile,22,17,20,47.2,86.0,0.0,1.91
17563,2025-11-10,D05,Dhaka,Youtube,Desktop,27,20,25,43.6,110.0,0.0,1.63
17564,2025-11-10,D06,Barishal,Organic Search,Mobile,34,21,29,48.3,63.0,1.0,1.51
17565,2025-11-10,D06,Barishal,Facebook Ads,Mobile,42,33,37,53.3,79.0,1.0,1.66
17566,2025-11-10,D06,Barishal,Google Ads,Mobile,13,8,11,47.0,84.0,0.0,1.58
17567,2025-11-10,D06,Barishal,Referral/Ngo Partner,Mobile,16,12,14,45.8,52.0,0.0,2.19
17568,2025-11-10,D06,Barishal,SMS Campaign,Mobile,14,10,13,53.6,81.0,0.0,1.56
17569,2025-11-10,D06,Barishal,Direct,Mobile,14,10,12,50.4,85.0,0.0,1.36
17570,2025-11-10,D06,Barishal,SMS Campaign,Mobile,15,10,14,40.6,85.0,0.0,1.77
17571,2025-11-10,D07,Chattogram,Youtube,Mobile,57,41,55,37.0,105.0,1.0,1.5
17572,2025-11-10,D07,Chattogram,Direct,Mobile,58,40,54,53.5,60.0,1.0,1.85
17573,2025-11-10,D07,Chattogram,Organic Search,Mobile,30,21,26,52.1,84.0,0.0,1.39
17574,2025-11-10,D07,Chattogram,Direct,Mobile,22,14,21,53.5,128.0,0.0,1.63
17575,2025-11-10,D07,Chattogram,Organic Search,Mobile,27,19,26,46.0,79.0,0.0,1.76
17576,2025-11-10,D07,Chattogram,Referral/Ngo Partner,Mobile,10,8,10,52.2,106.0,0.0,1.54
17577,2025-11-10,D07,Chattogram,Facebook Ads,Desktop,21,15,19,45.0,128.0,0.0,1.97
17578,2025-11-10,D08,Sylhet,Facebook Ads,Mobile,21,12,20,53.2,59.0,0.0,1.08
17579,2025-11-10,D08,Sylhet,SMS Campaign,Desktop,27,17,24,35.9,105.0,0.0,1.26
17580,2025-11-10,D08,Sylhet,Google Ads,Desktop,13,7,12,47.9,101.0,0.0,0.93
17581,2025-11-10,D08,Sylhet,Google Ads,Desktop,13,10,11,47.4,94.0,0.0,1.74
17582,2025-11-10,D08,Sylhet,Google Ads,Mobile,11,6,11,48.4,60.0,0.0,1.4
17583,2025-11-10,D08,Sylhet,Direct,Mobile,8,6,7,52.7,84.0,0.0,1.56
17584,2025-11-10,D08,Sylhet,Facebook Ads,Mobile,8,5,7,48.8,62.0,0.0,1.53
17585,2025-11-11,D01,Rajshahi,Facebook Ads,Desktop,64,39,58,38.7,93.0,1.0,2.2
17586,2025-11-11,D01,Rajshahi,Direct,Mobile,92,59,84,46.8,54.0,2.0,2.09
17587,2025-11-11,D01,Rajshahi,Facebook Ads,Mobile,35,23,32,42.6,96.0,1.0,2.3
17588,2025-11-11,D01,Rajshahi,SMS Campaign,Mobile,35,28,30,56.0,102.0,1.0,2.49
17589,2025-11-11,D01,Rajshahi,Referral/Ngo Partner,Mobile,23,16,21,42.6,88.0,1.0,2.23
17590,2025-11-11,D01,Rajshahi,Referral/Ngo Partner,Mobile,16,11,14,41.6,83.0,0.0,1.92
17591,2025-11-11,D01,Rajshahi,SMS Campaign,Mobile,24,19,21,47.7,135.0,0.0,1.94
17592,2025-11-11,D02,Rangpur,SMS Campaign,Mobile,66,49,58,49.9,135.0,1.0,2.24
17593,2025-11-11,D02,Rangpur,Direct,Mobile,74,55,70,50.0,109.0,1.0,1.99
17594,2025-11-11,D02,Rangpur,Facebook Ads,Mobile,36,25,32,57.4,114.0,1.0,1.95
17595,2025-11-11,D02,Rangpur,Facebook Ads,Mobile,29,23,26,41.1,77.0,1.0,2.0
17596,2025-11-11,D02,Rangpur,Direct,Mobile,28,21,27,54.0,88.0,1.0,2.03
17597,2025-11-11,D02,Rangpur,SMS Campaign,Mobile,22,12,20,46.5,69.0,0.0,2.18
17598,2025-11-11,D02,Rangpur,Direct,Mobile,22,13,21,50.5,85.0,0.0,1.86
17599,2025-11-11,D03,Khulna,Facebook Ads,Mobile,59,47,53,51.7,82.0,1.0,1.77
17600,2025-11-11,D03,Khulna,Facebook Ads,Desktop,90,65,77,48.3,99.0,2.0,2.07
17601,2025-11-11,D03,Khulna,Youtube,Mobile,27,19,24,48.3,87.0,1.0,2.05
17602,2025-11-11,D03,Khulna,Direct,Mobile,21,13,20,50.3,93.0,0.0,2.1
17603,2025-11-11,D03,Khulna,Referral/Ngo Partner,Mobile,18,12,17,55.4,91.0,0.0,2.22
17604,2025-11-11,D03,Khulna,Organic Search,Mobile,16,10,15,48.8,78.0,0.0,2.48
17605,2025-11-11,D03,Khulna,Facebook Ads,Mobile,21,14,19,41.5,112.0,0.0,2.01
17606,2025-11-11,D04,Mymensingh,Organic Search,Mobile,68,42,59,49.7,75.0,1.0,1.86
17607,2025-11-11,D04,Mymensingh,Direct,Mobile,54,37,50,54.4,111.0,1.0,1.82
17608,2025-11-11,D04,Mymensingh,Direct,Mobile,36,23,31,55.6,146.0,1.0,1.85
17609,2025-11-11,D04,Mymensingh,Facebook Ads,Mobile,17,10,16,51.2,140.0,0.0,1.88
17610,2025-11-11,D04,Mymensingh,SMS Campaign,Mobile,16,12,15,51.1,104.0,0.0,1.91
17611,2025-11-11,D04,Mymensingh,Facebook Ads,Mobile,16,9,15,41.8,114.0,0.0,1.78
17612,2025-11-11,D04,Mymensingh,SMS Campaign,Mobile,23,14,22,39.0,129.0,0.0,1.26
17613,2025-11-11,D05,Dhaka,Facebook Ads,Mobile,98,54,90,47.2,124.0,1.0,1.3
17614,2025-11-11,D05,Dhaka,Organic Search,Mobile,96,70,87,51.6,102.0,2.0,1.96
17615,2025-11-11,D05,Dhaka,SMS Campaign,Mobile,34,22,33,41.5,77.0,1.0,1.89
17616,2025-11-11,D05,Dhaka,Google Ads,Mobile,32,18,28,46.0,89.0,0.0,1.18
17617,2025-11-11,D05,Dhaka,Youtube,Mobile,16,12,14,54.2,104.0,0.0,1.86
17618,2025-11-11,D05,Dhaka,Organic Search,Mobile,24,15,21,45.5,139.0,0.0,1.51
17619,2025-11-11,D05,Dhaka,Youtube,Mobile,24,15,22,50.9,92.0,0.0,1.66
17620,2025-11-11,D06,Barishal,Facebook Ads,Mobile,32,18,29,45.8,107.0,1.0,1.78
17621,2025-11-11,D06,Barishal,Facebook Ads,Mobile,77,51,74,47.8,109.0,1.0,1.67
17622,2025-11-11,D06,Barishal,SMS Campaign,Mobile,18,12,16,51.2,115.0,0.0,1.34
17623,2025-11-11,D06,Barishal,Referral/Ngo Partner,Mobile,26,16,23,47.1,116.0,1.0,2.13
17624,2025-11-11,D06,Barishal,Youtube,Mobile,12,9,11,46.5,139.0,0.0,1.75
17625,2025-11-11,D06,Barishal,SMS Campaign,Mobile,16,12,14,42.4,126.0,0.0,1.65
17626,2025-11-11,D06,Barishal,Referral/Ngo Partner,Mobile,10,8,9,49.1,70.0,0.0,1.27
17627,2025-11-11,D07,Chattogram,Referral/Ngo Partner,Mobile,46,36,43,44.1,120.0,1.0,1.39
17628,2025-11-11,D07,Chattogram,Organic Search,Mobile,75,48,65,55.1,84.0,1.0,1.72
17629,2025-11-11,D07,Chattogram,Google Ads,Desktop,36,28,34,44.8,90.0,1.0,1.54
17630,2025-11-11,D07,Chattogram,Youtube,Desktop,33,26,31,44.8,27.0,1.0,1.63
17631,2025-11-11,D07,Chattogram,Referral/Ngo Partner,Mobile,21,13,18,54.0,41.0,0.0,1.36
17632,2025-11-11,D07,Chattogram,Organic Search,Mobile,15,9,13,51.1,82.0,0.0,1.61
17633,2025-11-11,D07,Chattogram,SMS Campaign,Mobile,18,10,17,47.6,119.0,0.0,1.54
17634,2025-11-11,D08,Sylhet,Referral/Ngo Partner,Mobile,22,15,19,53.7,110.0,0.0,1.46
17635,2025-11-11,D08,Sylhet,Direct,Mobile,15,9,14,36.2,107.0,0.0,1.32
17636,2025-11-11,D08,Sylhet,Youtube,Mobile,18,11,16,33.6,106.0,0.0,1.08
17637,2025-11-11,D08,Sylhet,Referral/Ngo Partner,Mobile,18,14,16,53.2,106.0,0.0,0.74
17638,2025-11-11,D08,Sylhet,Referral/Ngo Partner,Mobile,10,6,10,42.6,74.0,0.0,1.14
17639,2025-11-11,D08,Sylhet,Google Ads,Desktop,9,6,8,44.5,105.0,0.0,1.29
17640,2025-11-11,D08,Sylhet,Youtube,Mobile,7,4,6,51.0,56.0,0.0,1.16
17641,2025-11-12,D01,Rajshahi,Google Ads,Mobile,58,41,54,56.6,104.0,1.0,2.28
17642,2025-11-12,D01,Rajshahi,Youtube,Desktop,80,60,75,54.3,84.0,2.0,2.45
17643,2025-11-12,D01,Rajshahi,SMS Campaign,Desktop,49,35,43,49.5,60.0,1.0,2.09
17644,2025-11-12,D01,Rajshahi,Referral/Ngo Partner,Mobile,39,26,37,48.7,75.0,1.0,2.18
17645,2025-11-12,D01,Rajshahi,Referral/Ngo Partner,Mobile,21,17,18,55.4,128.0,0.0,2.0
17646,2025-11-12,D01,Rajshahi,Youtube,Mobile,25,16,22,47.0,118.0,1.0,2.3
17647,2025-11-12,D01,Rajshahi,Referral/Ngo Partner,Mobile,26,19,25,52.3,45.0,0.0,1.87
17648,2025-11-12,D02,Rangpur,Referral/Ngo Partner,Mobile,70,41,60,63.0,140.0,1.0,1.93
17649,2025-11-12,D02,Rangpur,Organic Search,Mobile,77,49,71,39.8,102.0,2.0,1.97
17650,2025-11-12,D02,Rangpur,Organic Search,Mobile,25,16,22,54.2,94.0,1.0,2.15
17651,2025-11-12,D02,Rangpur,Facebook Ads,Mobile,28,21,26,50.1,75.0,1.0,2.32
17652,2025-11-12,D02,Rangpur,Direct,Desktop,16,10,14,37.1,75.0,0.0,2.43
17653,2025-11-12,D02,Rangpur,Facebook Ads,Mobile,18,12,16,55.1,104.0,0.0,1.92
17654,2025-11-12,D02,Rangpur,SMS Campaign,Mobile,18,14,17,45.1,114.0,0.0,2.11
17655,2025-11-12,D03,Khulna,Facebook Ads,Mobile,49,38,47,43.4,82.0,1.0,1.61
17656,2025-11-12,D03,Khulna,Referral/Ngo Partner,Desktop,96,62,87,54.0,92.0,2.0,2.25
17657,2025-11-12,D03,Khulna,Google Ads,Desktop,36,21,34,51.4,103.0,1.0,2.37
17658,2025-11-12,D03,Khulna,Direct,Mobile,29,18,26,47.5,90.0,1.0,2.55
17659,2025-11-12,D03,Khulna,Direct,Desktop,11,7,9,43.6,104.0,0.0,2.09
17660,2025-11-12,D03,Khulna,Referral/Ngo Partner,Desktop,14,11,12,45.1,78.0,0.0,2.26
17661,2025-11-12,D03,Khulna,Organic Search,Mobile,20,15,18,53.9,100.0,0.0,1.77
17662,2025-11-12,D04,Mymensingh,Facebook Ads,Mobile,46,33,45,53.6,102.0,1.0,2.16
17663,2025-11-12,D04,Mymensingh,Organic Search,Mobile,47,30,40,34.4,101.0,1.0,1.76
17664,2025-11-12,D04,Mymensingh,Direct,Mobile,24,19,23,55.0,89.0,0.0,1.88
