order_id,date,customer_id,division_id,division_name,district_name,product_id,device_model,channel,quantity,unit_price_bdt,discount_pct,total_amount_bdt,payment_method
ORD02056,2025-08-29,C00646,D07,Chattogram,Feni,P01,Matir Doctor Lite,FairFarm App,1,2500,10,2250.0,Nagad
ORD02055,2025-08-29,C00729,D04,Mymensingh,Mymensingh,P01,Matir Doctor Lite,FairFarm App,1,2500,0,2500.0,Bank Transfer
ORD02054,2025-08-29,C00626,D03,Khulna,Jashore,P01,Matir Doctor Lite,Field Dealer Network,1,2500,0,2500.0,Nagad
ORD02051,2025-08-29,C01020,D04,Mymensingh,Jamalpur,P01,Matir Doctor Lite,FairFarm Website,3,2500,0,7500.0,bKash
ORD02052,2025-08-29,C00080,D06,Barishal,Barishal,P01,Matir Doctor Lite,Field Dealer Network,1,2500,0,2500.0,Bank Transfer
ORD02050,2025-08-29,C01156,D01,Rajshahi,Bogura,P01,Matir Doctor Lite,FairFarm Website,3,2500,0,7500.0,bKash
ORD02049,2025-08-29,C00268,D01,Rajshahi,Bogura,P02,Matir Doctor Pro,FairFarm App,2,4800,0,9600.0,bKash
ORD02053,2025-08-29,C00725,D01,Rajshahi,Natore,P01,Matir Doctor Lite,Field Dealer Network,2,2500,0,5000.0,Bank Transfer
ORD02062,2025-08-30,C00766,D01,Rajshahi,Pabna,P01,Matir Doctor Lite,Field Dealer Network,1,2500,10,2250.0,Nagad
ORD02063,2025-08-30,C00656,D03,Khulna,Bagerhat,P02,Matir Doctor Pro,FairFarm Website,1,4800,0,4800.0,Bank Transfer
ORD02061,2025-08-30,C00465,D05,Dhaka,Narayanganj,P02,Matir Doctor Pro,Field Dealer Network,2,4800,5,9120.0,Nagad
ORD02064,2025-08-30,C00131,D02,Rangpur,Rangpur,P01,Matir Doctor Lite,Field Dealer Network,2,2500,0,5000.0,Nagad
ORD02059,2025-08-30,C00369,D03,Khulna,Satkhira,P01,Matir Doctor Lite,Field Dealer Network,2,2500,0,5000.0,Rocket
ORD02060,2025-08-30,C01106,D06,Barishal,Bhola,P01,Matir Doctor Lite,FairFarm Website,3,2500,0,7500.0,Cash on Delivery
ORD02058,2025-08-30,C00877,D03,Khulna,Satkhira,P01,Matir Doctor Lite,FairFarm App,3,2500,0,7500.0,bKash
ORD02065,2025-08-31,C00818,D04,Mymensingh,Jamalpur,P02,Matir Doctor Pro,FairFarm Website,2,4800,0,9600.0,Bank Transfer
ORD02066,2025-08-31,C00399,D04,Mymensingh,Netrokona,P02,Matir Doctor Pro,Field Dealer Network,1,4800,5,4560.0,bKash
ORD02067,2025-08-31,C00603,D07,Chattogram,Comilla,P02,Matir Doctor Pro,FairFarm Website,1,4800,0,4800.0,Nagad
ORD02068,2025-08-31,C00745,D04,Mymensingh,Netrokona,P03,Matir Doctor Pro+ (NPK),FairFarm App,1,7900,5,7505.0,bKash
ORD02069,2025-08-31,C01122,D01,Rajshahi,Rajshahi,P01,Matir Doctor Lite,FairFarm App,1,2500,0,2500.0,bKash
ORD02071,2025-08-31,C00573,D04,Mymensingh,Netrokona,P02,Matir Doctor Pro,FairFarm App,1,4800,0,4800.0,bKash
ORD02072,2025-08-31,C00339,D01,Rajshahi,Natore,P02,Matir Doctor Pro,Facebook Shop,1,4800,5,4560.0,Rocket
ORD02073,2025-08-31,C00857,D06,Barishal,Bhola,P01,Matir Doctor Lite,Facebook Shop,2,2500,0,5000.0,bKash
ORD02074,2025-08-31,C00674,D05,Dhaka,Tangail,P01,Matir Doctor Lite,FairFarm App,2,2500,0,5000.0,Nagad
ORD02070,2025-08-31,C00571,D03,Khulna,Jashore,P02,Matir Doctor Pro,FairFarm App,3,4800,0,14400.0,Nagad
ORD02084,2025-09-01,C00842,D06,Barishal,Bhola,P01,Matir Doctor Lite,FairFarm App,2,2500,0,5000.0,bKash
ORD02080,2025-09-01,C01498,D05,Dhaka,Tangail,P01,Matir Doctor Lite,FairFarm App,1,2500,0,2500.0,Nagad
ORD02083,2025-09-01,C00297,D08,Sylhet,Moulvibazar,P01,Matir Doctor Lite,FairFarm Website,3,2500,0,7500.0,bKash
ORD02082,2025-09-01,C00677,D07,Chattogram,Comilla,P02,Matir Doctor Pro,Field Dealer Network,2,4800,5,9120.0,bKash
ORD02081,2025-09-01,C00134,D03,Khulna,Satkhira,P02,Matir Doctor Pro,Field Dealer Network,2,4800,5,9120.0,bKash
ORD02079,2025-09-01,C01293,D04,Mymensingh,Mymensingh,P02,Matir Doctor Pro,FairFarm App,1,4800,0,4800.0,Nagad
ORD02077,2025-09-01,C01484,D02,Rangpur,Rangpur,P01,Matir Doctor Lite,FairFarm App,2,2500,0,5000.0,Rocket
ORD02076,2025-09-01,C01375,D08,Sylhet,Moulvibazar,P02,Matir Doctor Pro,Field Dealer Network,2,4800,0,9600.0,bKash
ORD02075,2025-09-01,C00950,D03,Khulna,Satkhira,P02,Matir Doctor Pro,Facebook Shop,3,4800,0,14400.0,bKash
ORD02078,2025-09-01,C01051,D05,Dhaka,Dhaka,P01,Matir Doctor Lite,Field Dealer Network,1,2500,0,2500.0,Cash on Delivery
ORD02095,2025-09-02,C01098,D06,Barishal,Patuakhali,P03,Matir Doctor Pro+ (NPK),FairFarm App,2,7900,0,15800.0,bKash
ORD02085,2025-09-02,C01061,D08,Sylhet,Sylhet,P03,Matir Doctor Pro+ (NPK),FairFarm App,3,7900,0,23700.0,Bank Transfer
ORD02086,2025-09-02,C00738,D02,Rangpur,Rangpur,P03,Matir Doctor Pro+ (NPK),Facebook Shop,2,7900,0,15800.0,Cash on Delivery
ORD02087,2025-09-02,C00529,D06,Barishal,Barishal,P01,Matir Doctor Lite,FairFarm Website,1,2500,0,2500.0,bKash
ORD02088,2025-09-02,C01279,D07,Chattogram,Chattogram,P03,Matir Doctor Pro+ (NPK),Field Dealer Network,1,7900,10,7110.0,bKash
ORD02089,2025-09-02,C00956,D07,Chattogram,Cox's Bazar,P01,Matir Doctor Lite,FairFarm Website,1,2500,0,2500.0,Bank Transfer
ORD02090,2025-09-02,C01064,D05,Dhaka,Narayanganj,P02,Matir Doctor Pro,FairFarm App,1,4800,0,4800.0,Cash on Delivery
ORD02091,2025-09-02,C01492,D07,Chattogram,Feni,P01,Matir Doctor Lite,Field Dealer Network,2,2500,0,5000.0,Cash on Delivery
ORD02092,2025-09-02,C01137,D04,Mymensingh,Mymensingh,P01,Matir Doctor Lite,FairFarm Website,1,2500,0,2500.0,Cash on Delivery
ORD02093,2025-09-02,C01211,D06,Barishal,Patuakhali,P01,Matir Doctor Lite,FairFarm App,3,2500,0,7500.0,Cash on Delivery
ORD02094,2025-09-02,C01495,D03,Khulna,Jashore,P02,Matir Doctor Pro,FairFarm App,3,4800,0,14400.0,Nagad
ORD02096,2025-09-02,C00202,D08,Sylhet,Moulvibazar,P03,Matir Doctor Pro+ (NPK),Field Dealer Network,2,7900,0,15800.0,bKash
ORD02102,2025-09-03,C00316,D03,Khulna,Khulna,P03,Matir Doctor Pro+ (NPK),Field Dealer Network,1,7900,10,7110.0,Nagad
ORD02103,2025-09-03,C00235,D07,Chattogram,Chattogram,P01,Matir Doctor Lite,FairFarm Website,2,2500,5,4750.0,Nagad
ORD02101,2025-09-03,C00554,D07,Chattogram,Feni,P01,Matir Doctor Lite,FairFarm App,2,2500,0,5000.0,Bank Transfer
ORD02100,2025-09-03,C01430,D04,Mymensingh,Mymensingh,P03,Matir Doctor Pro+ (NPK),FairFarm Website,3,7900,0,23700.0,Nagad
ORD02099,2025-09-03,C01034,D07,Chattogram,Comilla,P02,Matir Doctor Pro,FairFarm Website,2,4800,0,9600.0,bKash
ORD02098,2025-09-03,C00958,D04,Mymensingh,Jamalpur,P01,Matir Doctor Lite,Field Dealer Network,3,2500,0,7500.0,Nagad
ORD02097,2025-09-03,C00636,D01,Rajshahi,Rajshahi,P01,Matir Doctor Lite,Facebook Shop,1,2500,0,2500.0,Nagad
ORD02104,2025-09-04,C01246,D02,Rangpur,Gaibandha,P01,Matir Doctor Lite,FairFarm App,2,2500,0,5000.0,Cash on Delivery
ORD02105,2025-09-04,C00201,D06,Barishal,Bhola,P02,Matir Doctor Pro,FairFarm Website,3,4800,10,12960.0,Cash on Delivery
ORD02106,2025-09-04,C00020,D05,Dhaka,Narayanganj,P02,Matir Doctor Pro,FairFarm App,2,4800,0,9600.0,Cash on Delivery
ORD02107,2025-09-04,C01363,D05,Dhaka,Gazipur,P01,Matir Doctor Lite,Field Dealer Network,2,2500,0,5000.0,Bank Transfer
ORD02108,2025-09-04,C00197,D05,Dhaka,Gazipur,P02,Matir Doctor Pro,FairFarm Website,1,4800,0,4800.0,bKash
ORD02123,2025-09-05,C00275,D05,Dhaka,Tangail,P01,Matir Doctor Lite,FairFarm App,1,2500,0,2500.0,Nagad
ORD02122,2025-09-05,C00271,D01,Rajshahi,Bogura,P01,Matir Doctor Lite,FairFarm Website,1,2500,0,2500.0,Nagad
ORD02121,2025-09-05,C00008,D06,Barishal,Barishal,P01,Matir Doctor Lite,FairFarm App,2,2500,0,5000.0,Cash on Delivery
ORD02119,2025-09-05,C01111,D01,Rajshahi,Rajshahi,P03,Matir Doctor Pro+ (NPK),FairFarm Website,3,7900,0,23700.0,Nagad
ORD02118,2025-09-05,C00327,D06,Barishal,Bhola,P03,Matir Doctor Pro+ (NPK),FairFarm App,3,7900,0,23700.0,Cash on Delivery
ORD02117,2025-09-05,C01420,D08,Sylhet,Moulvibazar,P01,Matir Doctor Lite,FairFarm Website,1,2500,5,2375.0,bKash
ORD02116,2025-09-05,C01045,D01,Rajshahi,Natore,P01,Matir Doctor Lite,Field Dealer Network,2,2500,0,5000.0,Rocket
ORD02120,2025-09-05,C00227,D01,Rajshahi,Rajshahi,P01,Matir Doctor Lite,FairFarm Website,3,2500,0,7500.0,Nagad
ORD02114,2025-09-05,C00129,D01,Rajshahi,Bogura,P01,Matir Doctor Lite,FairFarm App,1,2500,0,2500.0,bKash
ORD02113,2025-09-05,C00827,D05,Dhaka,Gazipur,P02,Matir Doctor Pro,FairFarm App,2,4800,0,9600.0,Nagad
ORD02112,2025-09-05,C01000,D02,Rangpur,Gaibandha,P01,Matir Doctor Lite,Field Dealer Network,1,2500,0,2500.0,Cash on Delivery
ORD02111,2025-09-05,C01047,D02,Rangpur,Dinajpur,P01,Matir Doctor Lite,Field Dealer Network,2,2500,0,5000.0,Nagad
ORD02110,2025-09-05,C00544,D08,Sylhet,Habiganj,P02,Matir Doctor Pro,FairFarm App,1,4800,0,4800.0,bKash
ORD02109,2025-09-05,C01118,D06,Barishal,Patuakhali,P02,Matir Doctor Pro,FairFarm App,2,4800,0,9600.0,bKash
ORD02115,2025-09-05,C00170,D08,Sylhet,Sylhet,P02,Matir Doctor Pro,FairFarm App,2,4800,0,9600.0,Bank Transfer
ORD02133,2025-09-06,C00902,D02,Rangpur,Gaibandha,P02,Matir Doctor Pro,FairFarm App,1,4800,0,4800.0,Cash on Delivery
ORD02132,2025-09-06,C01451,D06,Barishal,Patuakhali,P03,Matir Doctor Pro+ (NPK),FairFarm App,2,7900,0,15800.0,Cash on Delivery
ORD02131,2025-09-06,C01340,D03,Khulna,Satkhira,P01,Matir Doctor Lite,FairFarm App,2,2500,0,5000.0,Rocket
ORD02130,2025-09-06,C01457,D02,Rangpur,Kurigram,P03,Matir Doctor Pro+ (NPK),Field Dealer Network,2,7900,0,15800.0,Rocket
ORD02129,2025-09-06,C00056,D06,Barishal,Barishal,P01,Matir Doctor Lite,Field Dealer Network,1,2500,5,2375.0,bKash
ORD02128,2025-09-06,C01328,D05,Dhaka,Gazipur,P01,Matir Doctor Lite,FairFarm Website,3,2500,5,7125.0,bKash
ORD02126,2025-09-06,C00724,D08,Sylhet,Moulvibazar,P03,Matir Doctor Pro+ (NPK),Field Dealer Network,1,7900,0,7900.0,Nagad
ORD02125,2025-09-06,C01267,D02,Rangpur,Kurigram,P02,Matir Doctor Pro,FairFarm Website,3,4800,0,14400.0,Bank Transfer
ORD02124,2025-09-06,C01223,D07,Chattogram,Cox's Bazar,P02,Matir Doctor Pro,FairFarm Website,3,4800,0,14400.0,Bank Transfer
ORD02127,2025-09-06,C00051,D02,Rangpur,Gaibandha,P01,Matir Doctor Lite,Field Dealer Network,2,2500,0,5000.0,bKash
ORD02141,2025-09-07,C01046,D03,Khulna,Khulna,P02,Matir Doctor Pro,FairFarm Website,3,4800,0,14400.0,Cash on Delivery
ORD02145,2025-09-07,C00191,D07,Chattogram,Comilla,P01,Matir Doctor Lite,FairFarm App,1,2500,0,2500.0,Cash on Delivery
ORD02144,2025-09-07,C00257,D06,Barishal,Patuakhali,P03,Matir Doctor Pro+ (NPK),FairFarm App,1,7900,10,7110.0,Cash on Delivery
ORD02143,2025-09-07,C01160,D06,Barishal,Patuakhali,P02,Matir Doctor Pro,Field Dealer Network,3,4800,0,14400.0,Nagad
ORD02142,2025-09-07,C00278,D04,Mymensingh,Mymensingh,P01,Matir Doctor Lite,FairFarm App,1,2500,0,2500.0,bKash
ORD02140,2025-09-07,C00080,D06,Barishal,Barishal,P01,Matir Doctor Lite,Facebook Shop,2,2500,0,5000.0,bKash
ORD02135,2025-09-07,C01254,D05,Dhaka,Gazipur,P01,Matir Doctor Lite,Field Dealer Network,2,2500,0,5000.0,Rocket
ORD02138,2025-09-07,C00747,D03,Khulna,Jashore,P02,Matir Doctor Pro,Field Dealer Network,3,4800,0,14400.0,Bank Transfer
ORD02137,2025-09-07,C00187,D03,Khulna,Khulna,P01,Matir Doctor Lite,FairFarm App,1,2500,0,2500.0,bKash
ORD02136,2025-09-07,C01029,D06,Barishal,Barishal,P03,Matir Doctor Pro+ (NPK),Facebook Shop,1,7900,0,7900.0,Bank Transfer
ORD02134,2025-09-07,C00815,D01,Rajshahi,Rajshahi,P02,Matir Doctor Pro,FairFarm App,1,4800,0,4800.0,Rocket
ORD02139,2025-09-07,C00505,D04,Mymensingh,Netrokona,P01,Matir Doctor Lite,Field Dealer Network,2,2500,0,5000.0,Cash on Delivery
ORD02146,2025-09-08,C00527,D08,Sylhet,Sylhet,P02,Matir Doctor Pro,FairFarm Website,1,4800,0,4800.0,bKash
ORD02147,2025-09-08,C00940,D01,Rajshahi,Pabna,P02,Matir Doctor Pro,FairFarm App,3,4800,0,14400.0,bKash
ORD02148,2025-09-08,C00436,D02,Rangpur,Dinajpur,P01,Matir Doctor Lite,Facebook Shop,1,2500,0,2500.0,Rocket
ORD02161,2025-09-09,C00696,D04,Mymensingh,Netrokona,P01,Matir Doctor Lite,FairFarm Website,1,2500,0,2500.0,Bank Transfer
ORD02160,2025-09-09,C00920,D04,Mymensingh,Mymensingh,P03,Matir Doctor Pro+ (NPK),Facebook Shop,2,7900,0,15800.0,Rocket
ORD02159,2025-09-09,C00500,D04,Mymensingh,Mymensingh,P02,Matir Doctor Pro,FairFarm App,2,4800,0,9600.0,Rocket
ORD02158,2025-09-09,C01403,D08,Sylhet,Moulvibazar,P02,Matir Doctor Pro,FairFarm App,2,4800,10,8640.0,Bank Transfer
ORD02157,2025-09-09,C00367,D06,Barishal,Patuakhali,P02,Matir Doctor Pro,FairFarm App,2,4800,5,9120.0,bKash
ORD02156,2025-09-09,C00436,D02,Rangpur,Dinajpur,P02,Matir Doctor Pro,Field Dealer Network,2,4800,0,9600.0,Nagad
ORD02155,2025-09-09,C00537,D04,Mymensingh,Netrokona,P02,Matir Doctor Pro,FairFarm App,1,4800,5,4560.0,Rocket
ORD02153,2025-09-09,C00418,D06,Barishal,Patuakhali,P02,Matir Doctor Pro,Field Dealer Network,1,4800,0,4800.0,Nagad
ORD02152,2025-09-09,C00298,D06,Barishal,Barishal,P02,Matir Doctor Pro,FairFarm App,2,4800,0,9600.0,Nagad
ORD02151,2025-09-09,C01067,D03,Khulna,Khulna,P02,Matir Doctor Pro,FairFarm App,1,4800,0,4800.0,Rocket
ORD02150,2025-09-09,C01475,D04,Mymensingh,Netrokona,P02,Matir Doctor Pro,FairFarm App,2,4800,0,9600.0,bKash
ORD02149,2025-09-09,C00881,D03,Khulna,Satkhira,P01,Matir Doctor Lite,Field Dealer Network,3,2500,5,7125.0,Cash on Delivery
ORD02154,2025-09-09,C00752,D03,Khulna,Khulna,P01,Matir Doctor Lite,Field Dealer Network,1,2500,0,2500.0,Rocket
ORD02172,2025-09-10,C00919,D02,Rangpur,Rangpur,P01,Matir Doctor Lite,Field Dealer Network,1,2500,0,2500.0,bKash
ORD02179,2025-09-10,C00624,D04,Mymensingh,Jamalpur,P01,Matir Doctor Lite,FairFarm App,3,2500,0,7500.0,Cash on Delivery
ORD02178,2025-09-10,C00396,D04,Mymensingh,Netrokona,P01,Matir Doctor Lite,Field Dealer Network,3,2500,0,7500.0,Cash on Delivery
ORD02177,2025-09-10,C00587,D02,Rangpur,Kurigram,P02,Matir Doctor Pro,Field Dealer Network,1,4800,0,4800.0,bKash
ORD02176,2025-09-10,C00437,D01,Rajshahi,Rajshahi,P01,Matir Doctor Lite,FairFarm Website,1,2500,0,2500.0,Cash on Delivery
ORD02175,2025-09-10,C00659,D05,Dhaka,Tangail,P01,Matir Doctor Lite,Field Dealer Network,1,2500,0,2500.0,bKash
ORD02174,2025-09-10,C00776,D07,Chattogram,Comilla,P02,Matir Doctor Pro,FairFarm Website,2,4800,0,9600.0,bKash
ORD02173,2025-09-10,C00214,D06,Barishal,Patuakhali,P02,Matir Doctor Pro,Field Dealer Network,1,4800,0,4800.0,bKash
ORD02171,2025-09-10,C00987,D03,Khulna,Khulna,P01,Matir Doctor Lite,FairFarm App,2,2500,0,5000.0,Nagad
ORD02164,2025-09-10,C01080,D03,Khulna,Khulna,P01,Matir Doctor Lite,Field Dealer Network,3,2500,0,7500.0,Nagad
ORD02169,2025-09-10,C01362,D03,Khulna,Khulna,P01,Matir Doctor Lite,FairFarm App,2,2500,0,5000.0,Cash on Delivery
ORD02168,2025-09-10,C00191,D07,Chattogram,Comilla,P02,Matir Doctor Pro,Facebook Shop,1,4800,0,4800.0,Nagad
ORD02167,2025-09-10,C00995,D07,Chattogram,Feni,P02,Matir Doctor Pro,FairFarm App,2,4800,0,9600.0,Nagad
ORD02166,2025-09-10,C00327,D06,Barishal,Bhola,P02,Matir Doctor Pro,Field Dealer Network,2,4800,0,9600.0,Nagad
ORD02165,2025-09-10,C01015,D03,Khulna,Khulna,P01,Matir Doctor Lite,FairFarm App,1,2500,5,2375.0,bKash
ORD02170,2025-09-10,C01398,D07,Chattogram,Chattogram,P01,Matir Doctor Lite,FairFarm Website,3,2500,5,7125.0,Nagad
ORD02163,2025-09-10,C00828,D02,Rangpur,Kurigram,P01,Matir Doctor Lite,Field Dealer Network,3,2500,0,7500.0,bKash
ORD02162,2025-09-10,C00703,D01,Rajshahi,Natore,P01,Matir Doctor Lite,Field Dealer Network,1,2500,0,2500.0,Nagad
ORD02186,2025-09-11,C00883,D07,Chattogram,Feni,P01,Matir Doctor Lite,FairFarm App,1,2500,0,2500.0,Bank Transfer
ORD02185,2025-09-11,C01084,D07,Chattogram,Feni,P02,Matir Doctor Pro,Field Dealer Network,1,4800,0,4800.0,Bank Transfer
ORD02184,2025-09-11,C01178,D03,Khulna,Satkhira,P01,Matir Doctor Lite,FairFarm Website,2,2500,0,5000.0,Rocket
ORD02183,2025-09-11,C00715,D06,Barishal,Bhola,P01,Matir Doctor Lite,FairFarm Website,2,2500,0,5000.0,Bank Transfer
ORD02182,2025-09-11,C01164,D02,Rangpur,Rangpur,P02,Matir Doctor Pro,FairFarm App,3,4800,0,14400.0,Nagad
ORD02181,2025-09-11,C00182,D07,Chattogram,Cox's Bazar,P02,Matir Doctor Pro,Facebook Shop,1,4800,0,4800.0,Nagad
ORD02180,2025-09-11,C01348,D03,Khulna,Satkhira,P02,Matir Doctor Pro,FairFarm App,1,4800,0,4800.0,bKash
ORD02187,2025-09-12,C01415,D01,Rajshahi,Pabna,P01,Matir Doctor Lite,FairFarm App,1,2500,0,2500.0,bKash
ORD02188,2025-09-12,C00239,D01,Rajshahi,Bogura,P01,Matir Doctor Lite,Facebook Shop,2,2500,0,5000.0,Nagad
ORD02189,2025-09-12,C00830,D02,Rangpur,Rangpur,P02,Matir Doctor Pro,FairFarm App,1,4800,0,4800.0,Cash on Delivery
ORD02201,2025-09-13,C00969,D04,Mymensingh,Jamalpur,P01,Matir Doctor Lite,FairFarm App,2,2500,0,5000.0,bKash
ORD02199,2025-09-13,C01091,D02,Rangpur,Kurigram,P01,Matir Doctor Lite,Field Dealer Network,1,2500,0,2500.0,bKash
ORD02198,2025-09-13,C00548,D01,Rajshahi,Natore,P02,Matir Doctor Pro,Facebook Shop,1,4800,0,4800.0,Cash on Delivery
ORD02197,2025-09-13,C01085,D08,Sylhet,Moulvibazar,P03,Matir Doctor Pro+ (NPK),FairFarm App,1,7900,5,7505.0,Nagad
ORD02196,2025-09-13,C00952,D02,Rangpur,Dinajpur,P02,Matir Doctor Pro,FairFarm App,1,4800,0,4800.0,Nagad
ORD02200,2025-09-13,C00059,D01,Rajshahi,Rajshahi,P03,Matir Doctor Pro+ (NPK),Facebook Shop,1,7900,0,7900.0,bKash
ORD02194,2025-09-13,C01246,D02,Rangpur,Gaibandha,P01,Matir Doctor Lite,Facebook Shop,1,2500,0,2500.0,bKash
ORD02193,2025-09-13,C01165,D01,Rajshahi,Rajshahi,P02,Matir Doctor Pro,FairFarm Website,2,4800,0,9600.0,Cash on Delivery
ORD02192,2025-09-13,C00884,D04,Mymensingh,Mymensingh,P02,Matir Doctor Pro,FairFarm Website,1,4800,0,4800.0,Nagad
ORD02191,2025-09-13,C00461,D05,Dhaka,Dhaka,P02,Matir Doctor Pro,FairFarm App,2,4800,0,9600.0,Rocket
ORD02190,2025-09-13,C00541,D08,Sylhet,Sylhet,P01,Matir Doctor Lite,Field Dealer Network,2,2500,0,5000.0,Nagad
ORD02195,2025-09-13,C00078,D05,Dhaka,Dhaka,P02,Matir Doctor Pro,FairFarm App,2,4800,0,9600.0,bKash
ORD02202,2025-09-14,C00552,D01,Rajshahi,Rajshahi,P01,Matir Doctor Lite,FairFarm App,3,2500,0,7500.0,bKash
ORD02203,2025-09-14,C00104,D08,Sylhet,Moulvibazar,P02,Matir Doctor Pro,FairFarm App,2,4800,0,9600.0,Cash on Delivery
ORD02204,2025-09-14,C00476,D02,Rangpur,Dinajpur,P01,Matir Doctor Lite,FairFarm App,1,2500,0,2500.0,Nagad
ORD02205,2025-09-14,C00183,D04,Mymensingh,Mymensingh,P01,Matir Doctor Lite,Field Dealer Network,2,2500,0,5000.0,Bank Transfer
ORD02206,2025-09-14,C00910,D02,Rangpur,Kurigram,P03,Matir Doctor Pro+ (NPK),FairFarm App,3,7900,10,21330.0,Cash on Delivery
ORD02216,2025-09-15,C00413,D01,Rajshahi,Natore,P03,Matir Doctor Pro+ (NPK),FairFarm Website,2,7900,0,15800.0,Nagad
ORD02215,2025-09-15,C01238,D03,Khulna,Jashore,P01,Matir Doctor Lite,FairFarm Website,1,2500,0,2500.0,Bank Transfer
ORD02214,2025-09-15,C01117,D01,Rajshahi,Pabna,P02,Matir Doctor Pro,FairFarm Website,2,4800,0,9600.0,Rocket
ORD02213,2025-09-15,C01372,D08,Sylhet,Sylhet,P01,Matir Doctor Lite,FairFarm Website,1,2500,0,2500.0,Rocket
ORD02212,2025-09-15,C00933,D03,Khulna,Satkhira,P02,Matir Doctor Pro,Facebook Shop,1,4800,0,4800.0,bKash
ORD02210,2025-09-15,C00780,D07,Chattogram,Cox's Bazar,P02,Matir Doctor Pro,FairFarm App,1,4800,0,4800.0,Cash on Delivery
ORD02209,2025-09-15,C00294,D01,Rajshahi,Pabna,P02,Matir Doctor Pro,FairFarm App,1,4800,0,4800.0,Nagad
ORD02208,2025-09-15,C00564,D05,Dhaka,Narayanganj,P03,Matir Doctor Pro+ (NPK),Field Dealer Network,3,7900,0,23700.0,Rocket
ORD02207,2025-09-15,C00593,D02,Rangpur,Gaibandha,P03,Matir Doctor Pro+ (NPK),Field Dealer Network,1,7900,0,7900.0,bKash
ORD02211,2025-09-15,C01072,D05,Dhaka,Gazipur,P02,Matir Doctor Pro,FairFarm Website,1,4800,0,4800.0,bKash
ORD02226,2025-09-16,C01141,D03,Khulna,Bagerhat,P01,Matir Doctor Lite,Field Dealer Network,1,2500,0,2500.0,Cash on Delivery
ORD02225,2025-09-16,C01243,D03,Khulna,Khulna,P01,Matir Doctor Lite,FairFarm App,2,2500,0,5000.0,Nagad
ORD02224,2025-09-16,C01203,D07,Chattogram,Feni,P01,Matir Doctor Lite,FairFarm App,2,2500,5,4750.0,bKash
ORD02223,2025-09-16,C00233,D08,Sylhet,Moulvibazar,P03,Matir Doctor Pro+ (NPK),FairFarm App,3,7900,10,21330.0,Rocket
ORD02222,2025-09-16,C00123,D01,Rajshahi,Rajshahi,P03,Matir Doctor Pro+ (NPK),FairFarm App,1,7900,0,7900.0,Nagad
ORD02220,2025-09-16,C00144,D05,Dhaka,Dhaka,P01,Matir Doctor Lite,FairFarm App,2,2500,5,4750.0,bKash
ORD02219,2025-09-16,C00029,D01,Rajshahi,Rajshahi,P03,Matir Doctor Pro+ (NPK),FairFarm App,1,7900,5,7505.0,Nagad
ORD02218,2025-09-16,C01374,D06,Barishal,Barishal,P01,Matir Doctor Lite,Field Dealer Network,1,2500,0,2500.0,bKash
ORD02217,2025-09-16,C00680,D03,Khulna,Satkhira,P01,Matir Doctor Lite,FairFarm App,2,2500,0,5000.0,Nagad
ORD02221,2025-09-16,C00536,D02,Rangpur,Rangpur,P02,Matir Doctor Pro,Field Dealer Network,3,4800,0,14400.0,Nagad
ORD02230,2025-09-17,C00799,D06,Barishal,Barishal,P01,Matir Doctor Lite,FairFarm App,1,2500,0,2500.0,Rocket
ORD02229,2025-09-17,C01020,D04,Mymensingh,Jamalpur,P02,Matir Doctor Pro,FairFarm Website,2,4800,5,9120.0,Rocket
ORD02231,2025-09-17,C00900,D04,Mymensingh,Netrokona,P01,Matir Doctor Lite,FairFarm App,3,2500,0,7500.0,Nagad
ORD02227,2025-09-17,C00114,D05,Dhaka,Gazipur,P02,Matir Doctor Pro,FairFarm App,2,4800,0,9600.0,Nagad
ORD02228,2025-09-17,C01456,D01,Rajshahi,Bogura,P03,Matir Doctor Pro+ (NPK),Field Dealer Network,1,7900,0,7900.0,bKash
ORD02240,2025-09-18,C01285,D07,Chattogram,Comilla,P01,Matir Doctor Lite,Facebook Shop,1,2500,0,2500.0,bKash
ORD02238,2025-09-18,C00011,D03,Khulna,Satkhira,P01,Matir Doctor Lite,FairFarm Website,2,2500,5,4750.0,Cash on Delivery
ORD02237,2025-09-18,C00446,D05,Dhaka,Dhaka,P03,Matir Doctor Pro+ (NPK),FairFarm App,2,7900,0,15800.0,bKash
ORD02236,2025-09-18,C00126,D04,Mymensingh,Mymensingh,P03,Matir Doctor Pro+ (NPK),Facebook Shop,2,7900,0,15800.0,Bank Transfer
ORD02239,2025-09-18,C01445,D02,Rangpur,Kurigram,P02,Matir Doctor Pro,FairFarm App,2,4800,0,9600.0,Nagad
ORD02234,2025-09-18,C00714,D07,Chattogram,Cox's Bazar,P02,Matir Doctor Pro,FairFarm Website,2,4800,0,9600.0,bKash
ORD02233,2025-09-18,C01096,D03,Khulna,Jashore,P01,Matir Doctor Lite,FairFarm App,1,2500,0,2500.0,Cash on Delivery
ORD02232,2025-09-18,C00634,D03,Khulna,Khulna,P02,Matir Doctor Pro,FairFarm Website,2,4800,0,9600.0,Rocket
ORD02235,2025-09-18,C00102,D05,Dhaka,Narayanganj,P01,Matir Doctor Lite,FairFarm App,1,2500,10,2250.0,bKash
ORD02241,2025-09-19,C00834,D05,Dhaka,Gazipur,P01,Matir Doctor Lite,FairFarm Website,2,2500,0,5000.0,bKash
