ticket_id,date,customer_id,division_id,division_name,category,channel,resolution_time_hrs,status,csat_score
TKT00362,2026-01-12,C00449,D01,Rajshahi,Sensor Calibration,Hotline Call,4.2,Resolved,4
TKT00096,2026-01-12,C00821,D01,Rajshahi,App/Website Issue,In-App Chat,10.2,Resolved,2
TKT00050,2026-01-12,C00517,D03,Khulna,Device Setup,In-App Chat,1.2,Resolved,5
TKT01213,2026-01-13,C00222,D04,Mymensingh,General Inquiry,Facebook Page,0.8,Resolved,5
TKT01163,2026-01-13,C00477,D03,Khulna,Sensor Calibration,Facebook Page,6.1,Resolved,5
TKT00709,2026-01-13,C00419,D02,Rangpur,App/Website Issue,Facebook Page,1.6,Resolved,5
TKT00555,2026-01-13,C00896,D07,Chattogram,Device Setup,Hotline Call,2.3,Resolved,3
TKT00216,2026-01-14,C00929,D05,Dhaka,Device Setup,Field Agent Visit,3.4,Resolved,5
TKT00764,2026-01-14,C00447,D08,Sylhet,General Inquiry,In-App Chat,1.5,Resolved,5
TKT00061,2026-01-14,C00278,D04,Mymensingh,App/Website Issue,Facebook Page,3.9,Resolved,5
TKT00037,2026-01-14,C00545,D01,Rajshahi,Connectivity Issue,In-App Chat,4.2,Resolved,5
TKT00446,2026-01-15,C00572,D07,Chattogram,Device Setup,In-App Chat,4.8,Resolved,5
TKT00703,2026-01-15,C01393,D01,Rajshahi,General Inquiry,Field Agent Visit,0.5,Resolved,4
TKT00464,2026-01-15,C00289,D04,Mymensingh,Billing & Payment,In-App Chat,1.5,Resolved,4
TKT00430,2026-01-15,C00338,D06,Barishal,Sensor Calibration,In-App Chat,4.8,Resolved,4
TKT00665,2026-01-16,C00086,D01,Rajshahi,App/Website Issue,Facebook Page,2.0,Resolved,3
TKT00759,2026-01-16,C00950,D03,Khulna,Connectivity Issue,Field Agent Visit,4.1,Resolved,5
TKT00336,2026-01-16,C00665,D03,Khulna,Sensor Calibration,In-App Chat,1.9,Resolved,4
TKT00295,2026-01-16,C00821,D01,Rajshahi,Sensor Calibration,In-App Chat,6.1,Resolved,5
TKT00765,2026-01-17,C01126,D04,Mymensingh,Billing & Payment,Field Agent Visit,1.2,Resolved,5
TKT01170,2026-01-17,C00115,D02,Rangpur,App/Website Issue,In-App Chat,3.4,Resolved,3
TKT00971,2026-01-17,C00337,D01,Rajshahi,App/Website Issue,Facebook Page,6.3,Resolved,5
TKT00981,2026-01-17,C00216,D06,Barishal,Device Setup,Facebook Page,3.3,Resolved,5
TKT00659,2026-01-17,C00366,D03,Khulna,App/Website Issue,In-App Chat,7.9,Resolved,4
TKT00721,2026-01-18,C01381,D03,Khulna,Device Setup,In-App Chat,8.4,Resolved,5
TKT00898,2026-01-18,C01131,D08,Sylhet,Sensor Calibration,Facebook Page,2.3,Resolved,5
TKT00614,2026-01-18,C00799,D06,Barishal,General Inquiry,In-App Chat,1.1,Resolved,5
TKT00535,2026-01-18,C00289,D04,Mymensingh,Connectivity Issue,Field Agent Visit,10.9,Resolved,5
TKT01133,2026-01-18,C00001,D06,Barishal,Connectivity Issue,Field Agent Visit,0.8,Resolved,5
TKT00416,2026-01-18,C00804,D05,Dhaka,Billing & Payment,Facebook Page,1.8,Resolved,4
TKT00671,2026-01-18,C00276,D03,Khulna,Device Setup,Facebook Page,1.5,Resolved,4
TKT00413,2026-01-18,C00085,D01,Rajshahi,General Inquiry,In-App Chat,1.7,Resolved,3
TKT01154,2026-01-20,C00680,D03,Khulna,General Inquiry,Field Agent Visit,3.0,Resolved,5
TKT00914,2026-01-20,C00931,D02,Rangpur,Connectivity Issue,In-App Chat,4.8,Resolved,4
TKT00894,2026-01-20,C00861,D06,Barishal,Billing & Payment,Hotline Call,1.0,Resolved,4
TKT00720,2026-01-21,C01494,D06,Barishal,Device Setup,Hotline Call,3.9,Pending,5
TKT00858,2026-01-21,C00550,D03,Khulna,App/Website Issue,In-App Chat,0.8,Resolved,3
TKT01108,2026-01-21,C00656,D03,Khulna,Connectivity Issue,Field Agent Visit,0.6,Resolved,5
TKT00545,2026-01-21,C01482,D01,Rajshahi,Device Setup,In-App Chat,2.5,Resolved,4
TKT00941,2026-01-22,C00110,D07,Chattogram,Sensor Calibration,In-App Chat,10.8,Resolved,5
TKT00714,2026-01-22,C00383,D06,Barishal,Connectivity Issue,Facebook Page,5.4,Resolved,4
TKT00082,2026-01-22,C00210,D04,Mymensingh,Sensor Calibration,Hotline Call,8.8,Resolved,4
TKT01040,2026-01-22,C00758,D07,Chattogram,Billing & Payment,Facebook Page,0.7,Resolved,4
TKT00309,2026-01-23,C00358,D06,Barishal,General Inquiry,In-App Chat,1.2,Resolved,5
TKT00848,2026-01-23,C01267,D02,Rangpur,Connectivity Issue,In-App Chat,6.4,Resolved,4
TKT00566,2026-01-23,C00013,D05,Dhaka,Sensor Calibration,In-App Chat,1.6,Resolved,5
TKT00516,2026-01-23,C00966,D04,Mymensingh,Sensor Calibration,Hotline Call,6.7,Resolved,4
TKT01008,2026-01-24,C01076,D03,Khulna,Billing & Payment,Hotline Call,1.3,Resolved,5
TKT01153,2026-01-24,C01308,D05,Dhaka,Sensor Calibration,Facebook Page,1.6,Resolved,5
TKT00247,2026-01-24,C00859,D03,Khulna,App/Website Issue,Facebook Page,2.5,Resolved,5
TKT01129,2026-01-24,C00048,D02,Rangpur,Device Setup,Hotline Call,1.2,Resolved,4
TKT00420,2026-01-24,C00894,D01,Rajshahi,General Inquiry,In-App Chat,0.5,Resolved,5
TKT00328,2026-01-24,C00296,D07,Chattogram,Sensor Calibration,Facebook Page,5.0,Resolved,4
TKT00031,2026-01-24,C01002,D04,Mymensingh,General Inquiry,Hotline Call,1.0,Escalated,4
TKT00990,2026-01-25,C00416,D02,Rangpur,App/Website Issue,Hotline Call,5.2,Resolved,4
TKT00778,2026-01-25,C00779,D06,Barishal,Billing & Payment,Facebook Page,1.6,Resolved,5
TKT00719,2026-01-25,C00797,D01,Rajshahi,General Inquiry,Facebook Page,1.9,Resolved,5
TKT00232,2026-01-25,C00219,D07,Chattogram,Connectivity Issue,Hotline Call,0.5,Resolved,4
TKT00275,2026-01-25,C01136,D03,Khulna,App/Website Issue,Facebook Page,3.2,Resolved,5
TKT01234,2026-01-25,C01219,D05,Dhaka,Connectivity Issue,In-App Chat,1.3,Resolved,4
TKT00581,2026-01-26,C00631,D07,Chattogram,Connectivity Issue,Field Agent Visit,4.9,Resolved,5
TKT00506,2026-01-26,C00767,D02,Rangpur,Billing & Payment,Hotline Call,5.0,Resolved,5
TKT00519,2026-01-26,C00034,D03,Khulna,App/Website Issue,Field Agent Visit,2.6,Resolved,4
TKT01072,2026-01-26,C00146,D02,Rangpur,Connectivity Issue,In-App Chat,2.3,Resolved,5
TKT01240,2026-01-27,C00832,D04,Mymensingh,Device Setup,In-App Chat,1.4,Resolved,5
TKT00697,2026-01-27,C01450,D02,Rangpur,App/Website Issue,Hotline Call,2.4,Pending,3
TKT00188,2026-01-27,C01255,D01,Rajshahi,Sensor Calibration,Hotline Call,2.5,Resolved,4
TKT01160,2026-01-27,C01144,D07,Chattogram,Device Setup,Hotline Call,2.5,Resolved,5
TKT00863,2026-01-27,C00127,D03,Khulna,Device Setup,In-App Chat,1.8,Resolved,4
TKT01174,2026-01-27,C00803,D07,Chattogram,Connectivity Issue,Hotline Call,7.0,Resolved,3
TKT00301,2026-01-28,C00248,D03,Khulna,Connectivity Issue,Hotline Call,2.6,Resolved,4
TKT01112,2026-01-28,C00904,D04,Mymensingh,Connectivity Issue,Facebook Page,4.4,Resolved,5
TKT00092,2026-01-28,C00177,D03,Khulna,App/Website Issue,In-App Chat,1.7,Resolved,5
TKT00946,2026-01-28,C00384,D04,Mymensingh,Connectivity Issue,In-App Chat,5.6,Resolved,5
TKT00499,2026-01-28,C00048,D02,Rangpur,Connectivity Issue,In-App Chat,4.4,Resolved,4
TKT00147,2026-01-28,C00028,D01,Rajshahi,App/Website Issue,Hotline Call,1.4,Resolved,3
TKT00389,2026-01-28,C00781,D02,Rangpur,Sensor Calibration,Facebook Page,2.9,Resolved,4
TKT00594,2026-01-29,C00623,D08,Sylhet,Device Setup,In-App Chat,0.5,Resolved,4
TKT01111,2026-01-29,C00576,D04,Mymensingh,Device Setup,Field Agent Visit,2.6,Resolved,3
TKT00245,2026-01-29,C00044,D03,Khulna,App/Website Issue,Facebook Page,2.1,Resolved,4
TKT00165,2026-01-29,C01095,D05,Dhaka,App/Website Issue,Hotline Call,1.3,Resolved,4
TKT00915,2026-01-29,C00613,D08,Sylhet,Connectivity Issue,Hotline Call,14.9,Resolved,3
TKT00136,2026-01-29,C00712,D05,Dhaka,App/Website Issue,Field Agent Visit,3.1,Resolved,4
TKT01023,2026-01-30,C01402,D01,Rajshahi,Device Setup,Hotline Call,0.5,Resolved,5
TKT00055,2026-01-30,C01091,D02,Rangpur,App/Website Issue,In-App Chat,1.3,Resolved,5
TKT01242,2026-01-30,C01069,D01,Rajshahi,Connectivity Issue,Hotline Call,4.1,Resolved,5
TKT00674,2026-01-30,C00713,D06,Barishal,Billing & Payment,Facebook Page,1.1,Resolved,5
TKT00867,2026-01-31,C00599,D08,Sylhet,Billing & Payment,In-App Chat,4.1,Resolved,4
TKT01064,2026-01-31,C01247,D05,Dhaka,General Inquiry,Field Agent Visit,1.7,Resolved,3
TKT00176,2026-01-31,C01158,D01,Rajshahi,Sensor Calibration,In-App Chat,3.4,Resolved,5
TKT00876,2026-01-31,C01005,D05,Dhaka,Connectivity Issue,Facebook Page,4.1,Resolved,5
TKT00895,2026-01-31,C00157,D02,Rangpur,General Inquiry,Facebook Page,1.2,Escalated,5
TKT00768,2026-02-01,C00787,D06,Barishal,Device Setup,In-App Chat,11.9,Resolved,3
TKT00056,2026-02-01,C00679,D01,Rajshahi,Connectivity Issue,Hotline Call,7.8,Resolved,3
TKT00817,2026-02-01,C00003,D07,Chattogram,Sensor Calibration,Hotline Call,1.2,Resolved,4
TKT00832,2026-02-01,C01224,D05,Dhaka,Billing & Payment,Field Agent Visit,3.6,Resolved,5
TKT00657,2026-02-01,C00018,D01,Rajshahi,Connectivity Issue,Hotline Call,7.1,Escalated,5
TKT01233,2026-02-01,C00454,D02,Rangpur,Device Setup,Hotline Call,3.9,Resolved,5
TKT00654,2026-02-01,C00175,D02,Rangpur,Sensor Calibration,In-App Chat,6.9,Resolved,4
TKT00847,2026-02-01,C01153,D01,Rajshahi,App/Website Issue,Hotline Call,0.8,Resolved,5
TKT01243,2026-02-02,C01171,D03,Khulna,Connectivity Issue,In-App Chat,1.9,Resolved,4
TKT00749,2026-02-02,C00024,D07,Chattogram,App/Website Issue,Facebook Page,4.3,Resolved,4
TKT01179,2026-02-02,C00623,D08,Sylhet,Device Setup,Hotline Call,2.7,Resolved,5
TKT00735,2026-02-02,C00217,D01,Rajshahi,Device Setup,In-App Chat,2.2,Resolved,4
TKT00982,2026-02-02,C00707,D06,Barishal,App/Website Issue,Facebook Page,0.5,Resolved,5
TKT00290,2026-02-03,C00494,D03,Khulna,Device Setup,Field Agent Visit,11.9,Resolved,3
TKT00626,2026-02-03,C00388,D08,Sylhet,App/Website Issue,Facebook Page,3.4,Resolved,5
TKT00986,2026-02-04,C00120,D05,Dhaka,Billing & Payment,Facebook Page,1.5,Resolved,4
TKT01201,2026-02-04,C01027,D08,Sylhet,Sensor Calibration,In-App Chat,2.9,Resolved,5
TKT00239,2026-02-04,C01044,D05,Dhaka,Device Setup,In-App Chat,3.6,Resolved,4
TKT00934,2026-02-05,C01015,D03,Khulna,App/Website Issue,Hotline Call,2.4,Resolved,3
TKT00101,2026-02-05,C00800,D05,Dhaka,Device Setup,In-App Chat,2.0,Resolved,5
TKT01222,2026-02-05,C00362,D01,Rajshahi,Sensor Calibration,Hotline Call,10.9,Resolved,3
TKT00002,2026-02-05,C01408,D01,Rajshahi,Sensor Calibration,In-App Chat,5.1,Resolved,3
TKT01230,2026-02-05,C00165,D04,Mymensingh,General Inquiry,Facebook Page,1.8,Escalated,4
TKT00186,2026-02-06,C00844,D03,Khulna,Connectivity Issue,In-App Chat,7.9,Resolved,4
TKT00117,2026-02-06,C00890,D05,Dhaka,Device Setup,In-App Chat,1.7,Resolved,5
TKT00086,2026-02-06,C00776,D07,Chattogram,Connectivity Issue,Facebook Page,7.4,Resolved,4
TKT00169,2026-02-06,C00217,D01,Rajshahi,Sensor Calibration,In-App Chat,1.3,Resolved,5
TKT00472,2026-02-07,C01349,D03,Khulna,Device Setup,Field Agent Visit,3.2,Resolved,3
TKT00011,2026-02-07,C00939,D07,Chattogram,Connectivity Issue,Field Agent Visit,3.6,Resolved,5
TKT00596,2026-02-07,C00865,D01,Rajshahi,App/Website Issue,Facebook Page,2.6,Resolved,4
TKT00106,2026-02-07,C00024,D07,Chattogram,Billing & Payment,In-App Chat,1.6,Pending,4
TKT00865,2026-02-08,C00801,D06,Barishal,Billing & Payment,Field Agent Visit,1.1,Resolved,4
TKT00330,2026-02-08,C00451,D01,Rajshahi,Connectivity Issue,Facebook Page,4.1,Resolved,4
TKT01194,2026-02-08,C00075,D01,Rajshahi,App/Website Issue,Facebook Page,0.5,Resolved,3
TKT00880,2026-02-08,C01027,D08,Sylhet,App/Website Issue,Facebook Page,3.9,Resolved,5
TKT00985,2026-02-09,C01310,D08,Sylhet,Connectivity Issue,In-App Chat,0.5,Resolved,4
TKT00930,2026-02-09,C00021,D06,Barishal,General Inquiry,In-App Chat,1.1,Resolved,5
TKT00838,2026-02-09,C00090,D04,Mymensingh,Device Setup,Hotline Call,9.2,Resolved,5
TKT00346,2026-02-09,C01073,D04,Mymensingh,App/Website Issue,In-App Chat,2.3,Resolved,4
TKT01010,2026-02-09,C01015,D03,Khulna,General Inquiry,Facebook Page,0.6,Resolved,4
TKT00335,2026-02-09,C01199,D02,Rangpur,Connectivity Issue,In-App Chat,6.1,Resolved,5
TKT00331,2026-02-09,C00921,D01,Rajshahi,Connectivity Issue,In-App Chat,6.1,Resolved,4
TKT00036,2026-02-09,C00231,D01,Rajshahi,Device Setup,Hotline Call,5.9,Resolved,3
TKT00580,2026-02-09,C00709,D03,Khulna,Sensor Calibration,Facebook Page,2.9,Resolved,3
TKT01212,2026-02-10,C00837,D06,Barishal,Device Setup,In-App Chat,1.7,Resolved,5
TKT00810,2026-02-10,C01201,D05,Dhaka,General Inquiry,In-App Chat,0.5,Resolved,5
TKT00636,2026-02-10,C01369,D02,Rangpur,App/Website Issue,Facebook Page,8.8,Resolved,5
TKT00231,2026-02-10,C00518,D06,Barishal,Billing & Payment,Hotline Call,1.9,Escalated,4
TKT00085,2026-02-10,C00800,D05,Dhaka,Connectivity Issue,Hotline Call,15.1,Resolved,5
TKT01151,2026-02-10,C00917,D01,Rajshahi,App/Website Issue,Field Agent Visit,5.7,Pending,4
TKT00462,2026-02-10,C00056,D06,Barishal,App/Website Issue,In-App Chat,2.8,Resolved,4
TKT00146,2026-02-10,C01159,D03,Khulna,General Inquiry,Facebook Page,0.7,Resolved,3
TKT00487,2026-02-10,C00656,D03,Khulna,Billing & Payment,Hotline Call,1.6,Resolved,5
TKT00881,2026-02-10,C01427,D01,Rajshahi,Billing & Payment,In-App Chat,3.8,Resolved,5
TKT01078,2026-02-11,C01499,D03,Khulna,Billing & Payment,Hotline Call,1.2,Resolved,4
TKT00277,2026-02-11,C01220,D01,Rajshahi,General Inquiry,Hotline Call,0.5,Resolved,4
TKT00253,2026-02-11,C00347,D08,Sylhet,App/Website Issue,Field Agent Visit,1.5,Pending,2
TKT00866,2026-02-11,C00219,D07,Chattogram,Device Setup,Hotline Call,9.0,Resolved,5
TKT00924,2026-02-11,C00568,D01,Rajshahi,Device Setup,Facebook Page,3.1,Resolved,5
TKT00877,2026-02-11,C01209,D02,Rangpur,Sensor Calibration,Hotline Call,1.9,Resolved,3
TKT01191,2026-02-11,C00697,D06,Barishal,General Inquiry,In-App Chat,0.5,Resolved,4
TKT00507,2026-02-11,C00285,D05,Dhaka,Connectivity Issue,Hotline Call,7.0,Resolved,3
TKT00192,2026-02-11,C00179,D07,Chattogram,Connectivity Issue,Facebook Page,15.4,Resolved,4
TKT01211,2026-02-12,C01174,D06,Barishal,Sensor Calibration,Facebook Page,2.3,Resolved,4
TKT00184,2026-02-12,C00053,D06,Barishal,Billing & Payment,In-App Chat,6.2,Resolved,4
TKT00204,2026-02-12,C00757,D03,Khulna,Device Setup,Hotline Call,0.5,Resolved,4
TKT00352,2026-02-12,C00094,D03,Khulna,Sensor Calibration,Hotline Call,13.4,Resolved,5
TKT01125,2026-02-12,C00247,D05,Dhaka,Sensor Calibration,Facebook Page,8.5,Resolved,4
TKT01062,2026-02-12,C00089,D02,Rangpur,Device Setup,In-App Chat,1.0,Pending,4
TKT00068,2026-02-13,C00316,D03,Khulna,Device Setup,Field Agent Visit,0.9,Pending,3
TKT00745,2026-02-13,C01382,D01,Rajshahi,Connectivity Issue,Facebook Page,2.1,Resolved,4
TKT00502,2026-02-13,C00620,D01,Rajshahi,App/Website Issue,Facebook Page,9.1,Resolved,4
TKT00421,2026-02-13,C01336,D07,Chattogram,Billing & Payment,In-App Chat,6.1,Resolved,5
TKT00168,2026-02-14,C00035,D04,Mymensingh,Sensor Calibration,Hotline Call,2.1,Resolved,4
TKT00477,2026-02-14,C00622,D04,Mymensingh,Device Setup,In-App Chat,5.6,Resolved,4
TKT00043,2026-02-14,C00624,D04,Mymensingh,App/Website Issue,Facebook Page,1.8,Resolved,5
TKT00855,2026-02-14,C01371,D01,Rajshahi,Billing & Payment,Facebook Page,2.2,Resolved,5
TKT00221,2026-02-14,C00266,D02,Rangpur,Device Setup,Facebook Page,0.6,Resolved,5
TKT01115,2026-02-14,C01074,D07,Chattogram,App/Website Issue,Facebook Page,5.0,Resolved,5
TKT00882,2026-02-14,C00226,D07,Chattogram,Connectivity Issue,In-App Chat,4.1,Resolved,5
TKT00734,2026-02-15,C00989,D03,Khulna,General Inquiry,Field Agent Visit,0.9,Resolved,5
TKT00046,2026-02-15,C00294,D01,Rajshahi,General Inquiry,Field Agent Visit,1.8,Resolved,4
TKT00206,2026-02-15,C01219,D05,Dhaka,Billing & Payment,Field Agent Visit,3.5,Resolved,3
TKT00607,2026-02-15,C00981,D08,Sylhet,Connectivity Issue,Field Agent Visit,12.9,Resolved,5
TKT00431,2026-02-15,C01066,D08,Sylhet,Connectivity Issue,Hotline Call,1.0,Resolved,4
TKT00009,2026-02-15,C01255,D01,Rajshahi,Sensor Calibration,Facebook Page,4.2,Resolved,3
TKT00598,2026-02-16,C01386,D01,Rajshahi,General Inquiry,Facebook Page,1.2,Resolved,4
TKT00105,2026-02-16,C01044,D05,Dhaka,Device Setup,Hotline Call,2.2,Resolved,4
TKT00906,2026-02-16,C00731,D03,Khulna,App/Website Issue,In-App Chat,2.0,Resolved,4
TKT00979,2026-02-17,C00101,D07,Chattogram,Billing & Payment,In-App Chat,2.5,Resolved,4
TKT00114,2026-02-17,C00620,D01,Rajshahi,Device Setup,Field Agent Visit,1.7,Resolved,4
TKT00582,2026-02-17,C00951,D04,Mymensingh,Connectivity Issue,Facebook Page,2.2,Resolved,5
TKT00465,2026-02-18,C00833,D03,Khulna,General Inquiry,In-App Chat,0.5,Resolved,5
TKT00476,2026-02-18,C00532,D05,Dhaka,Device Setup,Hotline Call,2.9,Resolved,4
TKT00690,2026-02-18,C00592,D04,Mymensingh,Device Setup,Hotline Call,4.0,Resolved,5
TKT00083,2026-02-18,C01396,D01,Rajshahi,Sensor Calibration,Hotline Call,5.2,Resolved,4
TKT01146,2026-02-18,C00452,D07,Chattogram,Billing & Payment,Field Agent Visit,2.9,Resolved,5
TKT01103,2026-02-19,C01189,D01,Rajshahi,Connectivity Issue,Hotline Call,8.2,Resolved,4
TKT00575,2026-02-19,C00640,D07,Chattogram,Sensor Calibration,In-App Chat,6.8,Resolved,4
TKT00306,2026-02-19,C00895,D06,Barishal,Sensor Calibration,In-App Chat,0.9,Resolved,4
TKT00481,2026-02-19,C01037,D03,Khulna,General Inquiry,Facebook Page,0.7,Resolved,4
TKT00695,2026-02-19,C01475,D04,Mymensingh,App/Website Issue,Field Agent Visit,4.5,Resolved,4
TKT00688,2026-02-19,C00320,D08,Sylhet,Connectivity Issue,Facebook Page,2.2,Resolved,4
TKT00484,2026-02-20,C00011,D03,Khulna,Billing & Payment,Facebook Page,3.7,Resolved,3
TKT00742,2026-02-20,C00147,D03,Khulna,Billing & Payment,Facebook Page,1.6,Resolved,3
TKT00292,2026-02-20,C01431,D07,Chattogram,App/Website Issue,Field Agent Visit,2.2,Resolved,4
TKT00938,2026-02-20,C01400,D03,Khulna,Device Setup,Hotline Call,3.6,Resolved,5
TKT00361,2026-02-20,C00296,D07,Chattogram,Sensor Calibration,Hotline Call,2.6,Resolved,5
TKT00815,2026-02-21,C00264,D01,Rajshahi,Sensor Calibration,Facebook Page,4.0,Escalated,4
TKT00921,2026-02-21,C00341,D01,Rajshahi,Sensor Calibration,In-App Chat,7.1,Resolved,3
TKT00171,2026-02-21,C00940,D01,Rajshahi,App/Website Issue,Field Agent Visit,3.1,Resolved,5
TKT00236,2026-02-22,C00932,D03,Khulna,Device Setup,Hotline Call,1.5,Resolved,4
TKT00427,2026-02-22,C00894,D01,Rajshahi,Connectivity Issue,In-App Chat,2.2,Resolved,4
TKT00491,2026-02-22,C00042,D07,Chattogram,Sensor Calibration,Hotline Call,6.1,Resolved,5
TKT00524,2026-02-22,C01303,D06,Barishal,Connectivity Issue,Facebook Page,9.0,Resolved,5
TKT01198,2026-02-22,C00423,D01,Rajshahi,Billing & Payment,Facebook Page,2.2,Resolved,3
TKT00522,2026-02-22,C00687,D03,Khulna,General Inquiry,Hotline Call,1.2,Resolved,5
TKT00666,2026-02-22,C00043,D05,Dhaka,Connectivity Issue,In-App Chat,4.4,Resolved,3
TKT00163,2026-02-22,C01291,D04,Mymensingh,Billing & Payment,In-App Chat,2.5,Resolved,3
TKT00170,2026-02-22,C00129,D01,Rajshahi,Connectivity Issue,Hotline Call,0.7,Resolved,3
TKT01223,2026-02-22,C00673,D08,Sylhet,Connectivity Issue,Facebook Page,7.0,Resolved,4
TKT00072,2026-02-22,C01041,D01,Rajshahi,Connectivity Issue,Hotline Call,5.1,Resolved,4
TKT00178,2026-02-22,C00583,D01,Rajshahi,Sensor Calibration,Facebook Page,16.0,Escalated,3
TKT01030,2026-02-22,C01476,D04,Mymensingh,Billing & Payment,In-App Chat,0.5,Resolved,5
TKT00707,2026-02-22,C00683,D01,Rajshahi,Device Setup,In-App Chat,3.6,Resolved,5
TKT00692,2026-02-22,C01189,D01,Rajshahi,Billing & Payment,In-App Chat,2.2,Escalated,5
TKT00789,2026-02-22,C00194,D07,Chattogram,Connectivity Issue,Facebook Page,5.4,Resolved,5
TKT00638,2026-02-23,C00385,D03,Khulna,Connectivity Issue,In-App Chat,1.5,Resolved,4
TKT00432,2026-02-23,C01347,D03,Khulna,General Inquiry,Hotline Call,0.5,Resolved,5
TKT01137,2026-02-24,C00163,D02,Rangpur,App/Website Issue,Hotline Call,8.6,Resolved,5
TKT01193,2026-02-24,C01350,D01,Rajshahi,Device Setup,In-App Chat,3.3,Resolved,5
TKT01175,2026-02-24,C00575,D07,Chattogram,Billing & Payment,Facebook Page,1.9,Resolved,5
TKT01219,2026-02-24,C00937,D08,Sylhet,App/Website Issue,In-App Chat,2.8,Resolved,4
TKT00355,2026-02-24,C00172,D04,Mymensingh,Device Setup,Hotline Call,8.6,Resolved,4
TKT00497,2026-02-24,C01449,D05,Dhaka,General Inquiry,Facebook Page,0.6,Resolved,3
TKT00615,2026-02-24,C00249,D03,Khulna,Sensor Calibration,Field Agent Visit,0.5,Resolved,3
TKT00398,2026-02-24,C00470,D04,Mymensingh,Connectivity Issue,In-App Chat,3.0,Resolved,4
TKT00254,2026-02-24,C01474,D04,Mymensingh,Device Setup,Hotline Call,1.3,Resolved,5
TKT00234,2026-02-24,C01278,D01,Rajshahi,Sensor Calibration,Facebook Page,3.9,Resolved,5
TKT00203,2026-02-24,C00751,D02,Rangpur,Connectivity Issue,In-App Chat,0.7,Resolved,2
TKT00954,2026-02-24,C00360,D05,Dhaka,Connectivity Issue,In-App Chat,10.5,Resolved,4
TKT00693,2026-02-25,C01036,D05,Dhaka,Connectivity Issue,In-App Chat,5.8,Resolved,5
TKT00298,2026-02-25,C01390,D01,Rajshahi,Device Setup,Facebook Page,1.0,Pending,4
TKT01027,2026-02-25,C01250,D07,Chattogram,General Inquiry,In-App Chat,1.7,Resolved,4
TKT00831,2026-02-25,C00646,D07,Chattogram,Device Setup,In-App Chat,4.8,Resolved,5
TKT00161,2026-02-25,C00835,D06,Barishal,General Inquiry,In-App Chat,1.6,Resolved,4
TKT00474,2026-02-26,C00476,D02,Rangpur,Device Setup,Hotline Call,2.2,Resolved,5
TKT00498,2026-02-26,C00790,D05,Dhaka,App/Website Issue,Hotline Call,3.2,Resolved,3
TKT00883,2026-02-26,C01012,D05,Dhaka,Device Setup,Facebook Page,4.9,Resolved,5
TKT01135,2026-02-26,C01037,D03,Khulna,Device Setup,Field Agent Visit,2.9,Resolved,4
TKT00757,2026-02-26,C00778,D02,Rangpur,Sensor Calibration,In-App Chat,7.6,Resolved,5
TKT00013,2026-02-26,C01367,D02,Rangpur,App/Website Issue,In-App Chat,1.3,Resolved,5
TKT00130,2026-02-26,C00654,D02,Rangpur,App/Website Issue,Field Agent Visit,2.2,Resolved,5
TKT00726,2026-02-27,C00941,D02,Rangpur,App/Website Issue,Facebook Page,8.9,Resolved,4
TKT00237,2026-02-27,C00081,D05,Dhaka,App/Website Issue,Field Agent Visit,1.7,Resolved,2
TKT00586,2026-02-27,C01172,D06,Barishal,Billing & Payment,Hotline Call,1.9,Escalated,4
TKT00004,2026-02-27,C00084,D02,Rangpur,App/Website Issue,Hotline Call,5.6,Resolved,4
TKT00508,2026-02-27,C00174,D07,Chattogram,Device Setup,Facebook Page,3.1,Resolved,5
TKT00635,2026-02-27,C00734,D03,Khulna,App/Website Issue,Field Agent Visit,1.2,Resolved,5
TKT00723,2026-02-28,C00491,D05,Dhaka,Device Setup,Facebook Page,5.1,Resolved,5
TKT00038,2026-02-28,C00028,D01,Rajshahi,Connectivity Issue,Hotline Call,5.7,Resolved,4
TKT00558,2026-02-28,C01430,D04,Mymensingh,Billing & Payment,Hotline Call,1.1,Resolved,5
TKT00174,2026-02-28,C00859,D03,Khulna,Device Setup,Field Agent Visit,8.1,Resolved,5
TKT00859,2026-03-01,C00001,D06,Barishal,Billing & Payment,Field Agent Visit,2.6,Resolved,4
TKT00843,2026-03-01,C00013,D05,Dhaka,Billing & Payment,Facebook Page,2.0,Resolved,4
TKT00353,2026-03-01,C00986,D07,Chattogram,App/Website Issue,In-App Chat,0.5,Resolved,5
TKT01051,2026-03-01,C00655,D07,Chattogram,Device Setup,Hotline Call,5.3,Resolved,3
TKT00177,2026-03-01,C00741,D01,Rajshahi,App/Website Issue,Field Agent Visit,3.6,Resolved,4
TKT00006,2026-03-01,C00127,D03,Khulna,Connectivity Issue,Field Agent Visit,13.1,Resolved,5
TKT00100,2026-03-01,C01308,D05,Dhaka,Device Setup,In-App Chat,2.1,Resolved,4
TKT00470,2026-03-02,C01439,D07,Chattogram,Sensor Calibration,Field Agent Visit,2.7,Resolved,5
TKT00957,2026-03-02,C00952,D02,Rangpur,Sensor Calibration,Hotline Call,2.4,Resolved,5
TKT00153,2026-03-02,C01381,D03,Khulna,Connectivity Issue,Facebook Page,4.4,Resolved,4
TKT01032,2026-03-02,C00742,D01,Rajshahi,App/Website Issue,Facebook Page,8.1,Resolved,5
TKT00517,2026-03-02,C01379,D05,Dhaka,App/Website Issue,In-App Chat,3.3,Resolved,3
